exp;Feature;GainMin;GainMean;GainMax
HT9313;mcaja_ahorro;0,053238403339578;0,115891980087132;0,196152284010884
HT9313;mv_status07_tend6;0,000902195591728432;0,0937620578455086;0,209237307437686
HT9313;mtarjeta_visa_consumo;0,0193933826173333;0,0598776827960923;0,155581539313995
HT9313;ctrx_quarter_normalizado_ratiomax6;0,0219699757985545;0,0584092548323335;0,145943540105433
HT9313;ctrx_quarter;0,0242373418354513;0,0567292705911977;0,0881398154688661
HT9313;mcaja_ahorro_ratiomax6;0,000922245953262731;0,0513645441489506;0,231804061877159
HT9313;ctarjeta_visa_trx_ratioavg6;0,0273084931784909;0,0428043105301006;0,0632600179723057
HT9313;mdescubierto_preacordado_tend6_delta1;0,000546936189285258;0,0386058644106075;0,221599700281049
HT9313;mcaja_ahorro_lag1;0,00386825986427995;0,0340092165591004;0,0525049937438333
HT9313;ctrx_quarter_normalizado_lag2;0,00157049500824072;0,0283492557790329;0,0752626314949095
HT9313;ctrx_quarter_normalizado;9,29654015308023e-05;0,0243099197901499;0,0575267097203897
HT9313;ctrx_quarter_ratioavg6;0,00308005672640201;0,023591364095125;0,0918871392421732
HT9313;mv_Finiciomora;0,0133951674199789;0,022202030605558;0,0336155594426055
HT9313;mv_status07_ratioavg6;0,000166994840013937;0,0208849159507264;0,0794570056451497
HT9313;mpayroll;0,0135296492709124;0,0179262029406984;0,0242243543727583
HT9313;mcuentas_saldo;0,00252132429298221;0,0148902075868727;0,0297270865130373
HT9313;mv_status01;5,92466949623459e-06;0,0130693187129533;0,044356510655843
HT9313;ctrx_quarter_ratiomax6;0,000287186444804991;0,0129694824557775;0,0272848281895712
HT9313;mcuenta_corriente;0,00998194599131166;0,0126406284025201;0,0181062548017267
HT9313;mv_mpagospesos;0,000500354896495615;0,010936235732892;0,0205107936501081
HT9313;ctrx_quarter_normalizado_tend6;2,23296884602839e-05;0,0104235615869403;0,0208247934854204
HT9313;ctarjeta_visa_trx;0,0008579858988813;0,0098362996265625;0,0202995586443102
HT9313;ctrx_quarter_normalizado_ratioavg6;4,0387292490495e-06;0,00934076167970961;0,0499792727192751
HT9313;mpayroll_sobre_edad;0,00679327599795081;0,00898546101760093;0,0145414291435119
HT9313;cproductos_tend6;0,000213687551259112;0,0085254669456146;0,0454493002830636
HT9313;mv_Finiciomora_lag1;0,00407021680069719;0,00793922734225321;0,012288417431511
HT9313;mprestamos_personales_ratioavg6;0,00403385967196528;0,00686867378820393;0,010946968086317
HT9313;mdescubierto_preacordado;0,000541168186284536;0,00683776689792225;0,0107769602641646
HT9313;mcaja_ahorro_ratioavg6;0,00165004864775557;0,00681771904478156;0,014172676862897
HT9313;mprestamos_personales_ratiomax6;0,00286592838787801;0,00663580577093113;0,00968162038521633
