exp;Feature;GainMin;GainMean;GainMax
HT9314;ctrx_quarter_normalizado;2,7193011877615e-05;0,125300205044004;0,243978607914402
HT9314;ctrx_quarter;0,0474346846269285;0,104277447687969;0,181473243190001
HT9314;mtarjeta_visa_consumo;0,0385139204173527;0,0796688164455889;0,110120770638266
HT9314;ctrx_quarter_normalizado_lag2;0,000287652169502195;0,0750693746422107;0,228755153033152
HT9314;mjf_coper_mes;0,0189332480958104;0,0407109941546902;0,0747260335359422
HT9314;mcuentas_saldo;0,0152001172041509;0,0323651075504228;0,0865670313094029
HT9314;mpayroll;0,00870350001362326;0,0294152924437955;0,064359513902336
HT9314;mcaja_ahorro;0,0020590363773076;0,0203059975612995;0,0430318018926223
HT9314;cpayroll_trx;0,00284268837463515;0,0187490382797068;0,0398616242852891
HT9314;mprestamos_personales_ratioavg6;0,00735507238190194;0,0162783339958707;0,0302767514511904
HT9314;cpayroll_trx_ratioavg6;0,00106896985351727;0,0140742173373679;0,0323844498350563
HT9314;cpayroll_trx_lag1;0,00170220441645671;0,0135730968328188;0,0357271747311834
HT9314;mpasivos_margen;0,00356432226508763;0,0133941769218487;0,0378418655874197
HT9314;mprestamos_personales_ratiomax6;0,0037114104043913;0,0129698150436983;0,0345643853142839
HT9314;mjf_cproductos_delta6;0,000205844996766186;0,00978513392883679;0,0231090811487094
HT9314;mpayroll_sobre_edad;0,00159126491722332;0,00721967767752003;0,0204076815944695
HT9314;mpayroll_sobre_edad_lag1;3,69821516213927e-05;0,00715284332318737;0,0210900579205066
HT9314;mcaja_ahorro_delta6;0,00020894895928366;0,0070451579337589;0,0198545391221069
HT9314;mcuenta_corriente;0,000663849888785521;0,00657670338682211;0,019141496123838
HT9314;mv_msaldopesos;0,000945116512895613;0,00576165488592326;0,0142559806434023
HT9314;mprestamos_personales_lag1;0,000173537834780438;0,00556595028323511;0,014881007117474
HT9314;mv_status07_ratioavg6;0,000838259422998445;0,00502832608913345;0,00914882544744507
HT9314;ctarjeta_visa_trx;3,80384685076815e-05;0,00491566040972181;0,017590384355483
HT9314;mtarjeta_visa_consumo_delta6;0,000118935207678138;0,00432948142603796;0,0157436675351584
HT9314;mcaja_ahorro_lag2;0,000195423271756194;0,00420224722852758;0,0136309700049228
HT9314;mpayroll_ratioavg6;0,000108244541600516;0,00405964373178151;0,009365107236326
HT9314;mjf_coper_mes_ratiomax6;0,00119246002110016;0,00373154563965414;0,0070540359354855
HT9314;mdescubierto_preacordado_tend6;0,00147664042599263;0,00359738219338081;0,00753618962015339
HT9314;ccomisiones_mantenimiento_tend6;0,00215834687696086;0,00355321857954548;0,00535376960799403
HT9314;ccomisiones_mantenimiento_ratioavg6;0,000657329974423726;0,00332110446896495;0,00478442372592122
