exp;Feature;GainMin;GainMean;GainMax
HT9312;mtarjeta_visa_consumo;0,105472766585734;0,137894953678855;0,214737038762582
HT9312;ctrx_quarter_normalizado;0,00385590018178001;0,0958044028229541;0,180198059761044
HT9312;ctrx_quarter;0,0204187719538072;0,0956314733631277;0,169616368343193
HT9312;mjf_coper_mes;0,0354522495751487;0,0925536970117007;0,129348269792393
HT9312;mcaja_ahorro;0,0152679906084136;0,0770066372637729;0,2294991824656
HT9312;mcuentas_saldo;0,00808200746677156;0,0302958754102029;0,0873638830621297
HT9312;cpayroll_trx;0,00734368529899194;0,0212787709559095;0,0374262143931924
HT9312;mdescubierto_preacordado_tend6;0,0031277088183378;0,0183131321174584;0,0295393838376711
HT9312;mjf_cproductos_ratioavg6;0,00675323601481767;0,0172627489150778;0,0254496348374178
HT9312;mpayroll;0,0041773219088387;0,0155164980874016;0,0281283068087979
HT9312;mpasivos_margen;0,0108967600594382;0,0133885978173171;0,0184087290384261
HT9312;mcuenta_corriente;0,000176728444086016;0,0131877676690107;0,0318932408595196
HT9312;mcuenta_corriente_delta6;0,00128041207553592;0,0127603601138326;0,0569230696312164
HT9312;cproductos_ratioavg6;0,000214194576155899;0,0120482461930902;0,0211998806632208
HT9312;mpayroll_sobre_edad;0,00275013399331777;0,00989202498754456;0,0269576849985177
HT9312;mprestamos_personales_ratioavg6;0,00724756114427182;0,00985134700355574;0,0117985041766885
HT9312;mcaja_ahorro_ratiomax6;4,11238969565357e-05;0,00927539244759468;0,0902384579223143
HT9312;mprestamos_personales_ratiomax6;0,00295420207604555;0,00838999152586682;0,0114127839940265
HT9312;mjf_cproductos_delta6;0,000125646379673204;0,0080984042096628;0,0334444879945153
HT9312;mcaja_ahorro_lag1;0,000386697448170027;0,00767722312347922;0,0589328151127099
HT9312;cproductos_ratiomax6;0,000198069369817635;0,0070281254450928;0,0242066710804821
HT9312;mpayroll_sobre_edad_lag2;0,00388773830856205;0,00580872996412386;0,00772972161968567
HT9312;mdescubierto_preacordado;0,00400432042669186;0,00563253855724269;0,00719343320471612
HT9312;mcaja_ahorro_delta6;2,34551762785356e-05;0,00521134939366971;0,0224228056207247
HT9312;cpayroll_trx_ratioavg6;0,00182367171061856;0,00499938335243741;0,0160539982463633
HT9312;ctrx_quarter_ratiomax6;0,000202362499096854;0,00458857097952754;0,00909486766184118
HT9312;mv_status07_ratioavg6;0,00104626984199054;0,00456403421387575;0,0138407655032528
HT9312;mcuentas_saldo_delta6;0,000580138051370241;0,00400134176198545;0,0069517861300485
HT9312;ccaja_ahorro;0,0025880369986099;0,00381335621596293;0,0055642061569527
HT9312;mrentabilidad_annual;0,00157128874825193;0,00378805862455;0,0057304536867212
