exp;Feature;GainMin;GainMean;GainMax
HT9324;ctrx_quarter_normalizado;0,0361215761251836;0,175274990262244;0,300472693010435
HT9324;mjf_mpayroll_orden;0,0139621575149155;0,0752782438500248;0,220526824034812
HT9324;mjf_mplazo_fijo_pesos_orden;0,00053944198181324;0,0516062210385539;0,225278029127507
HT9324;mjf_coper_mes;0,0265098613056889;0,0506747209438183;0,0867166588841598
HT9324;mjf_mpayroll2_orden;0,00091814329045439;0,0405665476724522;0,0919892659581563
HT9324;mjf_mcuenta_debitos_automaticos_orden;0,0112658215826901;0,0383359364163967;0,0969081687537273
HT9324;ctrx_quarter;0,000148925266387083;0,0288485681037796;0,0609867772460392
HT9324;mjf_mtarjeta_visa_consumo_orden;0,00449823936440316;0,0270728752821323;0,0592421320025331
HT9324;mtarjeta_visa_consumo;0,00587923591363519;0,0199558103627169;0,027089071945847
HT9324;mjf_mautoservicio_orden;0,00416379134577633;0,0158312934317067;0,0237136853602093
HT9324;mcaja_ahorro;0,00178085623829565;0,0142921434738467;0,044862576521144
HT9324;mjf_mcaja_ahorro_orden;0,00270800613532134;0,0137971965336246;0,0360749935219631
HT9324;mjf_mprestamos_personales_orden;0,000434172301811576;0,0134581889925765;0,0479306728372296
HT9324;cpayroll_trx;0,0065848011926549;0,0120228759373793;0,0182395305245651
HT9324;mjf_minversion1_dolares_orden;0,000541929080785032;0,0114481930859236;0,0512359809925453
HT9324;mcuentas_saldo;0,00105389539040409;0,0102936167319923;0,0209355021709115
HT9324;mprestamos_personales_ratiomax6;0,00421635533126612;0,00663895017775663;0,00869934813063605
HT9324;mjf_mtarjeta_master_consumo_orden;8,85160885026911e-06;0,00630854529746686;0,0301619859779362
HT9324;mjf_mpayroll-mprestamos_personales_delta1;0,000204101482219452;0,0062383658661084;0,011600234448855
HT9324;mjf_mplazo_fijo_pesos_orden_delta6;0,00269258212651548;0,00619487896199284;0,00984892574985053
HT9324;mjf_mcaja_ahorro_adicional_orden;0,000452851984481648;0,00611318048390889;0,0203854203428271
HT9324;mjf_mpayroll-mcuenta_corriente;0,00445934360480465;0,00601343213569681;0,00761009937846436
HT9324;mjf_mcuentas_saldo_orden;0,000876882655020515;0,0047910857795815;0,0164106360127168
HT9324;mpasivos_margen;0,000368611018264333;0,0047734356542438;0,0164823680239889
HT9324;mjf_mcuentas_saldo-mcaja_ahorro;0,00208847408731078;0,00408743940338415;0,00649481308196649
HT9324;mjf_mtarjeta_visa_consumo-cpayroll_trx;0,000282838085984085;0,00392091197921638;0,013246405127549
HT9324;mdescubierto_preacordado_tend6_delta1;0,00237972470863678;0,0036109772730545;0,00477176121465551
HT9324;ccomisiones_mantenimiento_ratioavg6;0,00267192395439807;0,00348921069580974;0,00492587159501383
HT9324;mjf_mprestamos_hipotecarios_orden_delta6;1,44377349399688e-05;0,00346916861626004;0,0120211975105543
HT9324;mpayroll_sobre_edad;0,000179041787987433;0,00315733973533271;0,00999760989542131
