exp;Feature;GainMin;GainMean;GainMax
HT9311;mjf_coper_mes;0,0226400765740686;0,0827387096019378;0,195591476885736
HT9311;ctrx_quarter_normalizado;0,000473326230128295;0,0694719246125274;0,125569851064423
HT9311;mtarjeta_visa_consumo;0,0138871308687446;0,0573565426166749;0,11398484164692
HT9311;ctrx_quarter_normalizado_ratiomax6;0,000425301850622453;0,0526663473646284;0,152189852320577
HT9311;ctrx_quarter;0,0183810571871265;0,0497751039659792;0,0828374801109868
HT9311;mcaja_ahorro;0,00767409584674736;0,0478789593667298;0,0774301482520468
HT9311;mcuentas_saldo;0,0193756955338256;0,0256855208483571;0,0369703764284272
HT9311;mpasivos_margen;0,011736572837723;0,0215214340054034;0,0292674448825684
HT9311;ctrx_quarter_normalizado_ratioavg6;0,000279947691026031;0,0199824560669116;0,0591069204598375
HT9311;ctrx_quarter_normalizado_lag2;0,000121689135047948;0,0194533194332715;0,0508221017326674
HT9311;ctarjeta_visa_trx;8,24390361116325e-05;0,0176891405366096;0,0511844080844314
HT9311;mv_status07_ratioavg6;0,00137100560232258;0,0172919451167742;0,0476690567874984
HT9311;mpayroll;0,0119209744940722;0,0171583455268532;0,0222652394063448
HT9311;mv_status01;3,8341981745763e-05;0,0150804886309961;0,0520436943747019
HT9311;cpayroll_trx;0,00685371488580131;0,0149698285576855;0,0318875808478364
HT9311;ctrx_quarter_lag1;1,31025639221872e-05;0,0147998448243575;0,0405791773207341
HT9311;mcaja_ahorro_ratiomax6;0,000108526695249477;0,0145607385703279;0,0514327111364922
HT9311;mcaja_ahorro_lag2;6,35115654351851e-05;0,0141548153738009;0,0360731941028243
HT9311;mpayroll_lag6;0,0125133127379735;0,0125133127379735;0,0125133127379735
HT9311;ctarjeta_visa_trx_ratiomax6;0,00198952353640812;0,0114237143731078;0,037786368016165
HT9311;mcuenta_corriente_delta6;0,000652960339234704;0,0112626911663619;0,0315842983400274
HT9311;mjf_cproductos_ratioavg6;0,00611432826719853;0,011221945725703;0,0176724371210628
HT9311;mv_status01_tend6_delta1;2,5657288586671e-05;0,0107763721185571;0,0428553984456837
HT9311;mdescubierto_preacordado_tend6;0,00575085067073591;0,0105433496441999;0,0186098347677679
HT9311;mprestamos_personales_ratiomax6;0,00706985522058044;0,0103113349946869;0,0137489204317314
HT9311;cproductos_ratioavg6;0,00654312938818426;0,00964353426233174;0,0168155618086928
HT9311;mv_mpagospesos_lag1;3,75891772494449e-05;0,00751103277517007;0,0224290622172462
HT9311;mprestamos_personales_ratioavg6;0,00194263941313342;0,00748104053280742;0,0097986440782863
HT9311;mjf_coper_mes_ratiomax6;0,000254845561224232;0,00723814466576229;0,0172568258327815
HT9311;mv_Finiciomora;0,00397495940698437;0,00656768815406711;0,011407463966224
