exp;Feature;GainMin;GainMean;GainMax
HT8310;ctrx_quarter;0,0338071648335932;0,115925869501101;0,268390639834919
HT8310;mtarjeta_visa_consumo;0,0195042094392505;0,0570875050914909;0,0842243656642193
HT8310;mcaja_ahorro;0,00577159817992408;0,0523073873225468;0,0944156019364806
HT8310;mdescubierto_preacordado_tend6;0,0160364015172247;0,0426014524249392;0,0867763061198874
HT8310;Master_status_tend6;0,000790923843157379;0,035406400662873;0,0897455514574722
HT8310;mcuentas_saldo;0,00868839606625209;0,0293343520493853;0,0476644617252627
HT8310;ctarjeta_visa_trx;0,00516631741166817;0,0275551298413886;0,0559716729671022
HT8310;cpayroll_trx;0,0174555468698452;0,0254350528835315;0,0313757651583848
HT8310;mcaja_ahorro_lag1;0,00209841878076604;0,0182559259966088;0,0383767874318656
HT8310;mpasivos_margen;0,00835594944827519;0,0134507119325498;0,0303627424716891
HT8310;mpayroll;0,00716364910043382;0,0131411488692627;0,016219163227861
HT8310;mprestamos_personales;0,00929976555628065;0,0123255557765203;0,0248566393167516
HT8310;Visa_status;0,001499767974604;0,0104188111817399;0,0317759614074611
HT8310;mprestamos_personales_tend6;0,00677196191571838;0,0095868884169944;0,0118737721535672
HT8310;mcuenta_corriente;0,00259577087003735;0,00950875274867114;0,0330817236702465
HT8310;mdescubierto_preacordado;0,00151026056149855;0,00884512025148967;0,0145175400492711
HT8310;mdescubierto_preacordado_avg6;0,00077731531740912;0,00876536856457648;0,0240531915560916
HT8310;cprestamos_personales_tend6;0,00431112186727224;0,00873253752509015;0,012565883871066
HT8310;foto_mes;0,00564574507891119;0,00839760431045471;0,0119669765620936
HT8310;ccomisiones_mantenimiento_tend6;0,00455628627485991;0,00699290265316723;0,00999603218801744
HT8310;cproductos_tend6;0,00162777593823857;0,00627296032433556;0,0164217562676777
HT8310;mprestamos_personales_lag1;0,00292815607771718;0,00590225645100157;0,0101342890033329
HT8310;mcuentas_saldo_tend6;0,00457579667305039;0,00588541956313339;0,00757368668063406
HT8310;Visa_status_tend6;3,7716288330707e-05;0,00557911275071305;0,0208495594559733
HT8310;mcuenta_corriente_tend6;0,00291994486630263;0,00556332928463923;0,0119128992931779
HT8310;mcuenta_corriente_lag1;0,00091785035267819;0,00555011910822596;0,0153689093443853
HT8310;ctrx_quarter_avg6;0,000409243540014949;0,00509487352626489;0,0108468304462481
HT8310;Visa_msaldototal;0,0010958948008794;0,00478270501093592;0,0113071341805678
HT8310;cproductos_delta1;0,00224514800097421;0,00474260652172246;0,00671770429176742
HT8310;mcaja_ahorro_avg6;0,00113857936771087;0,00473791298141607;0,0163080496066915
