Feature	Gain	Cover	Frequency
mautoservicio	0.00665728221771224	0.0146155437538584	0.016247700797057
Visa_cconsumos	0.00633695061433244	0.00611317036509211	0.0112746099870563
cprestamos_personales	0.00623724123815293	0.00355176053936419	0.00262279446828803
ctarjeta_debito_trx	0.0062068244194397	0.0104449367848523	0.0123986647591798
cproductos	0.00606732419216839	0.00896134761778856	0.00831119286054908
Master_mpagospesos	0.00578795157374849	0.0169918529456724	0.00861775325294639
ctransferencias_recibidas	0.00575397327189078	0.0141677318754272	0.00926493630356291
mpagomiscuentas	0.00544226841162918	0.0150636505498276	0.0090946249744533
mcomisiones_mantenimiento	0.00502777439792022	0.00724773297259465	0.00735744941753525
ccaja_ahorro	0.00462828441178649	0.0188245141155658	0.00582464745554874
Master_msaldopesos	0.00419454305472418	0.0114343368995059	0.00752776074664487
mcuenta_debitos_automaticos	0.00388725836942741	0.00994117960590099	0.00766400980993256
mextraccion_autoservicio	0.00374338818112019	0.011681405458129	0.00929899856938484
ctarjeta_debito	0.00329471408568788	0.0049842946580403	0.0057565229239049
ctransferencias_emitidas	0.00320807444684027	0.00422337680521715	0.00572246065808298
Master_mpagominimo	0.0030096195233178	0.00402237288217583	0.00541590026568567
ccuenta_debitos_automaticos	0.00299372234671003	0.00782864169239665	0.00599495878465836
Master_msaldototal	0.00293285021912309	0.00440369383956734	0.00453028135431569
Visa_mpagado	0.00285269931610532	0.0136255315462013	0.00674432863274065
Visa_mconsumosdolares	0.00270050856498502	0.00318921507114832	0.00521152667075414
ccomisiones_mantenimiento	0.0026037205965778	0.00174766927411609	0.00344028884801417
thomebanking	0.00255362669359635	0.00261331716725228	0.00313372845561687
ccaja_seguridad	0.00243341167565096	0.0164304458799274	0.00425778322774031
cpagomiscuentas	0.00235200383602108	0.00712738435914222	0.00541590026568567
Master_fultimo_cierre	0.00231401004900225	0.00330700495036338	0.00391716056952108
cextraccion_autoservicio	0.0022363714047443	0.0040245643606111	0.00401934736698685
ccallcenter_trx	0.00206328671425936	0.00819194763979868	0.00292935486068533
mplazo_fijo_dolares	0.00204075868290344	0.0158276743109367	0.00398528510116493
matm	0.00197004317534695	0.0061545673278154	0.0054499625315076
cmobile_app_trx	0.00188393509334445	0.00109713126551104	0.00262279446828803
Master_cconsumos	0.00179853479702816	0.00755413560118465	0.00401934736698685
cseguro_accidentes_personales	0.00178122981626633	0.0101671040609077	0.00364466244294571
Visa_fultimo_cierre	0.00177702585968716	0.00234304471931451	0.00326997751890456
ctarjeta_visa_debitos_automaticos	0.00165164495181489	0.00253831815346394	0.00361060017712378
catm_trx	0.0016238527065141	0.00910983581595659	0.00425778322774031
mtarjeta_master_consumo	0.00130421646167733	0.00467481301615995	0.0030315416581511
Master_mconsumospesos	0.00120183072241902	0.00254862264643656	0.00269091899993188
Master_mconsumototal	0.00110149484548625	0.00178851164348166	0.00231623407589073
Visa_mpagosdolares	0.001034106652612	0.00187708242850221	0.00214592274678112
cplazo_fijo	0.000798066634965296	0.00351830687448181	0.000953743443013829
ctarjeta_master_trx	0.00061617210516383	0.000619439974372519	0.0010559302404796
tcallcenter	0.000594921506872547	0.001777071068798	0.000851556645548062
mtarjeta_visa_descuentos	0.000499113447153595	0.00345958860717302	0.0019756114176715
Master_mpagosdolares	0.00038132664317831	0.000469883395689288	0.000783432113904217
Visa_msaldodolares	0.00028368448087507	0.00084969174143123	0.000613120784794605
Master_mconsumosdolares	0.000273123963904982	0.000272590982041941	0.000647183050616527
ccajas_trx	0.000186118804431048	0.00172868233463015	0.000579058518972682
Visa_delinquency	0.000178150453087027	0.000410037393392225	0.000306560392397302
ctarjeta_visa_descuentos	0.000166760969148571	0.00179884766851809	0.00115811703794536
mttarjeta_master_debitos_automaticos	0.000160128518045889	0.000750529892622787	0.000442809455684992
ctarjeta_master_debitos_automaticos	0.000148864807969337	0.000931770630960084	0.00040874718986307
mdescubierto_preacordado	0.00014459250496298	0.000905567485928297	0.000340622658219225
Master_status	0.000135401188268293	0.000126894298935346	0.000306560392397302
ctarjeta_master	0.000114022184637093	0.000192875142472066	0.000204373594931535
Master_mpagado	7.329487573348e-05	0.00011864031752447	0.00013624906328769
matm_other	6.50949705649652e-05	0.00011710359312022	0.000238435860753457
Master_msaldodolares	5.15993576492199e-05	3.44886585064802e-05	6.81245316438449e-05
internet	5.14552822809102e-05	0.000346573550479002	0.00013624906328769
Master_madelantopesos	4.97424724041689e-05	0.000166063614091343	0.000306560392397302
Visa_madelantodolares	4.2745967049814e-05	0.000159686717891209	0.000204373594931535
Master_delinquency	4.26397189395605e-05	9.28897503498186e-06	3.40622658219225e-05
Visa_cadelantosefectivo	3.48247369606509e-05	0.000108014939431839	0.000170311329109612
Visa_madelantopesos	3.35981048085021e-05	0.000123354361065086	0.000170311329109612
cseguro_vida	3.07589949393721e-05	0.000125189712661954	0.000102186797465767
Master_madelantodolares	2.94204933731885e-05	2.63802810373461e-05	6.81245316438449e-05
ctarjeta_visa	2.36915704267303e-05	2.49298061017719e-05	3.40622658219225e-05
catm_trx_other	1.40733421525549e-05	0.000121428122931334	0.000204373594931535
cseguro_vivienda	1.2873767988867e-05	5.35395895336963e-05	3.40622658219225e-05
Master_cadelantosefectivo	1.08746612595197e-05	2.01888675655471e-05	6.81245316438449e-05
cforex_sell	1.52599557533765e-06	2.61623388315533e-05	3.40622658219225e-05
