Feature	Gain	Cover	Frequency
cliente_edad	0.0060014688327629	0.0145580329962572	0.0198446937014668
ctarjeta_debito_trx	0.00534497698167538	0.00617993326737543	0.00603968938740293
thomebanking	0.00522139668726893	0.00376995283377216	0.00603968938740293
mv_Fvencimiento	0.00504342549457044	0.0145822422076061	0.0194132873166523
cproductos	0.00501822239200916	0.0121780729823589	0.0090595340811044
mv_mpagospesos	0.00495212060500443	0.00418817693614706	0.00733390854184642
mv_fechaalta	0.0049236744433596	0.0164520213585767	0.0163934426229508
cliente_antiguedad	0.00474960841687512	0.00833264926238308	0.0146678170836928
mvr_mpagospesos	0.00473087210756997	0.0093758235143172	0.0107851596203624
ccomisiones_mantenimiento	0.00471570035684022	0.00375402397081048	0.00603968938740293
mvr_mpagominimo	0.00465114595063724	0.0119577126265852	0.0107851596203624
Master_fechaalta	0.00441706207504903	0.0191876622409978	0.0202761000862813
mv_mconsumospesos	0.00436638766206594	0.00446737265892478	0.00776531492666091
catm_trx	0.00402993883573387	0.00135827642519802	0.00215703192407248
mjf_nivel_tec	0.00366291266201897	0.0124622568668156	0.0103537532355479
mcomisiones_mantenimiento	0.00363644584646129	0.00936969638905479	0.0112165660051769
mtransferencias_emitidas	0.00363506235532598	0.0145302738765134	0.0146678170836928
mcomisiones	0.00361560396584583	0.0110784659946294	0.0155306298533218
Visa_mpagospesos	0.00326786922053041	0.0111301017816101	0.0155306298533218
mcaja_ahorro_dolares	0.003173444970966	0.0183963735266488	0.0129421915444349
ccomisiones_otras	0.00308698043483993	0.0112532594934652	0.00862812769628991
Master_Fvencimiento	0.00302342663219471	0.0111982400701455	0.0138050043140639
Visa_Fvencimiento	0.00282584666066114	0.00787404599121648	0.0129421915444349
mv_mpagominimo	0.00277084134140592	0.00505033080074943	0.00733390854184642
ccaja_ahorro	0.00274964057449096	0.0150625522956792	0.00517687661777394
cextraccion_autoservicio	0.0027325991804724	0.00554299490258095	0.00733390854184642
numero_de_cliente	0.00263664856030173	0.00856957862853388	0.0142364106988783
tcallcenter	0.00235797882855768	0.0100972197699403	0.00345125107851596
Visa_msaldopesos	0.00223853472775436	0.00995149894009046	0.0116479723899914
