Feature	Gain	Cover	Frequency
mcheques_emitidos	0.00114980226585766	0.00811434080323117	0.000910194174757282
mvr_mconsumospesos	0.00111221349073671	0.00113476781313803	0.00303398058252427
mautoservicio	0.00111164950015431	0.00342887036745634	0.0066747572815534
ccajas_otras	0.00106028111036163	0.005346517879202	0.000606796116504854
mv_Finiciomora	0.000987376614081513	0.00138449760241393	0.000606796116504854
mjf_rautoservicio	0.000974622583185789	0.00537596081578375	0.00364077669902913
mv_mpagospesos	0.000957619240772257	0.00200262937486275	0.00546116504854369
mv_mconsumospesos	0.000887963669531038	0.00138135453070728	0.00394417475728155
mvr_mconsumosdolares	0.000858122928750773	0.00306089312370325	0.0033373786407767
Visa_mlimitecompra	0.000850552088674395	0.00179059945648985	0.00242718446601942
mvr_mpagosdolares	0.000849872924141039	0.0145601692488048	0.00697815533980583
ccajas_extracciones	0.00084324303053375	0.000953098268493689	0.00121359223300971
Master_msaldopesos	0.00082618396255297	0.00218761188698167	0.00212378640776699
Visa_msaldototal	0.000753685421382943	0.00468722036218448	0.00546116504854369
mvr_mconsumototal	0.000703711483564297	0.0017329878015858	0.00212378640776699
ccaja_seguridad	0.000653415461849596	0.00148347887680821	0.000606796116504854
ctarjeta_master	0.000649522897917625	0.000252295215371598	0.000910194174757282
Visa_msaldodolares	0.000641097840009688	0.00091685950119486	0.000606796116504854
mv_mlimitecompra	0.000624275486973407	0.00266935133693868	0.00485436893203884
Master_msaldototal	0.00060882289986975	0.00132792231169424	0.00182038834951456
cmobile_app_trx	0.000608143379770738	0.000255285380887114	0.000606796116504854
Visa_mconsumototal	0.000550863086524945	0.000223294007786459	0.000910194174757282
ctarjeta_visa_debitos_automaticos	0.000542791649552522	0.00146910569484158	0.00212378640776699
mtarjeta_visa_descuentos	0.000542224529355908	0.0146860620128388	0.00819174757281553
Master_mconsumospesos	0.000541139948029549	0.00155143718397901	0.00182038834951456
tpaquete9	0.0005264671476856	0.00363458016326236	0.00121359223300971
cseguro_accidentes_personales	0.000486530009775693	0.00175167633605777	0.000910194174757282
ctarjeta_debito_trx	0.000484201935925225	0.00216250129248205	0.00728155339805825
Master_mpagado	0.000474757552528994	0.00346840511265296	0.00151699029126214
mextraccion_autoservicio	0.000448918733546177	0.00192106241668099	0.00273058252427184
Master_fultimo_cierre	0.000429868436285355	0.000215037073465207	0.000606796116504854
mv_fultimo_cierre	0.000428143921055565	0.00124963434183348	0.00182038834951456
mv_mpagado	0.000428080324924956	0.00233591390280515	0.00364077669902913
mv_mconsumosdolares	0.000383900890617714	0.000165104707271461	0.000606796116504854
