fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220425 235405	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	36	TRUE	0.166713720298489	0.911975894523785	4089	873	0.0442876371181531	30684000	14
20220425 235458	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	32	TRUE	0.13756313608808	0.799405476907268	763	147	0.0472652404253798	28448000	15
20220425 235514	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	27	TRUE	0.299413251364487	0.254161463053897	7576	965	0.0295957252887699	33969000	16
20220425 235551	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	17	TRUE	0.248465013656998	0.416886058524251	1127	232	0.0123948390134804	35067000	17
20220425 235755	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	406	TRUE	0.0128707602954237	0.717003430612385	7645	424	0.0357836699806891	33175000	18
20220425 235809	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	12	TRUE	0.272046305712312	0.993367535825819	5223	359	0.0223588447270837	35208000	19
20220425 235840	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	52	TRUE	0.122314265117748	0.301685113292188	2132	781	0.0334422693345308	33207000	20
20220425 235901	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	29	TRUE	0.237532242568321	0.815976717007092	3132	1016	0.00978652563797505	34854000	21
20220425 235925	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	67	TRUE	0.106293915950606	0.619496699778875	6637	875	0.016331214925273	36982000	22
20220426 000104	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	411	TRUE	0.0160434290652482	0.740329354428166	6829	1023	0.0197950218505903	36145000	23
20220426 000120	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	30	TRUE	0.208838373936674	0.602429549974971	6371	265	0.0143023352111635	36457000	24
20220426 000141	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	37	TRUE	0.196773174648244	0.515475024677776	6632	1004	0.0146034384516	36677000	25
20220426 000157	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	25	TRUE	0.276025862361986	0.586697039747098	7301	838	0.0189307693017001	35672000	26
20220426 000236	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	120	TRUE	0.0530322473722315	0.676691740105092	5571	837	0.0142675308587021	36849000	27
20220426 000336	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	181	TRUE	0.0417060115915712	0.546678943506372	7759	806	0.0135101746490222	36840000	28
20220426 000405	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	79	TRUE	0.0809804378520725	0.907945926171947	6524	659	0.0151844514741003	36556000	29
20220426 000433	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	69	TRUE	0.096858394584502	0.607345810798032	6758	977	0.014856528515836	36934000	30
20220426 000502	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	53	TRUE	0.120464501893609	0.560512296809291	6225	743	0.013272090682198	36546000	31
20220426 000750	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	544	TRUE	0.013602119032046	0.538678746659335	7775	956	0.0158932876318927	36803000	32
