fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	min_gain_to_split	lambda_l1	lambda_l2	prob_corte	ganancia	iteracion
20220423 110539	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	90	TRUE	0,022340029	0,202011708	4099	17	18,55319155	99,50717077	3,11369653	0,01350883	11062000	131
20220423 110608	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	155	TRUE	0,060207736	0,21422125	1497	928	0,018783048	23,83338925	0,240661859	0,028364696	11012000	132
20220423 115104	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	166	TRUE	0,010624951	0,220289337	144	627	16,90327015	80,16959935	13,57925066	0,012995598	10988000	210
20220423 113351	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	12	TRUE	0,176950946	0,203562924	699	729	23,87938369	99,46073007	84,16672644	0,009839903	10970000	178
20220423 111837	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	55	TRUE	0,029059849	0,205419813	7876	527	99,57753145	39,86804925	11,14286592	0,011033124	10957000	144
20220423 110501	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	128	TRUE	0,042608633	0,869957986	7808	1010	0,327752148	66,55506352	27,06223124	0,013348872	10953000	129
20220423 104650	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	27	TRUE	0,133134373	0,200556674	7051	216	41,01349867	4,084017999	0,358381203	0,013231773	10942000	89
20220423 112938	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	6	TRUE	0,145551556	0,937292837	917	116	53,61328158	0,064385105	1,11087473	0,011786397	10923000	167
20220423 113023	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	59	TRUE	0,019710434	0,718433879	51	297	10,7020741	99,73673845	75,03826189	0,01004077	10914000	169
20220423 115626	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	248	TRUE	0,01008329	0,294659347	1039	921	46,93094083	0,025910456	61,65982316	0,014309916	10911000	220
20220423 112053	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	47	TRUE	0,021549064	0,261125408	841	42	81,37194562	6,099049027	1,603735674	0,00941648	10899000	147
20220423 105356	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	48	TRUE	0,043973651	0,209092408	7449	698	18,93690545	97,27092127	99,81531292	0,010803803	10882000	103
20220423 115015	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	41	TRUE	0,273646894	0,7273673	7553	974	0,04488243	0,051052281	23,6072542	0,032888652	10872000	209
20220423 105327	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	13	TRUE	0,298931622	0,229410657	2227	109	0,4717051	92,94059039	98,8844416	0,013612672	10839000	101
20220423 105416	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	19	TRUE	0,250658993	0,257088232	652	206	0,059609206	54,58544434	1,398174998	0,013550601	10816000	105
20220423 105424	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	19	TRUE	0,194665961	0,992509635	5768	662	0,15165337	97,03222247	95,32257496	0,012745882	10813000	106
20220423 115836	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	7	TRUE	0,294117277	0,266537796	7457	1024	99,72611438	57,56132075	99,1799058	0,00835122	10813000	226
20220423 101538	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	10	TRUE	0,264464926	0,607761364	2061	474	4,246172026	19,53162506	14,94818413	0,019871148	10812000	46
20220423 114748	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	15	TRUE	0,201570737	0,455338887	7291	782	17,59612711	0,468488411	4,471636255	0,025754012	10802000	201
20220423 101546	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	5	TRUE	0,273582445	0,555396989	1461	910	34,15771952	1,92856476	35,35772108	0,018237866	10795000	47
20220423 101101	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	29	TRUE	0,095834132	0,291503616	167	136	24,48792469	70,9030902	92,46629938	0,013458815	10793000	17
20220423 101414	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	13	TRUE	0,142132502	0,381443757	5502	930	24,69119199	27,25870956	38,25614498	0,0146964	10749000	37
20220423 105337	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	21	TRUE	0,221670057	0,209207944	2	420	29,87386694	12,08657438	32,54203179	0,012305986	10716000	102
20220423 101026	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	9	TRUE	0,1229561	0,76214261	7541	412	90,52999822	65,72737392	18,42013341	0,009865702	10714000	13
20220423 105406	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	12	TRUE	0,121235033	0,989542911	727	20	0,042715243	81,88228242	7,110069244	0,008348867	10709000	104
20220423 101530	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	12	TRUE	0,238203728	0,202468042	7973	1008	29,71735111	81,32404347	17,1046752	0,01129557	10706000	45
20220423 114929	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	92	TRUE	0,011974623	0,700290611	7577	608	82,13380812	0,609829457	0,039774032	0,011657066	10603000	206
20220423 113103	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	24	TRUE	0,052895161	0,887838883	612	254	99,77796546	16,3649974	0,587337566	0,011965689	10593000	172
20220423 112913	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	90	TRUE	0,025062196	0,892624892	200	21	41,01080232	0,045480173	98,10489803	0,008396974	10584000	165
20220423 101522	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	11	TRUE	0,224716153	0,48291058	1334	873	13,21935741	62,00762592	51,47698843	0,011484235	10577000	44
20220423 104700	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	15	TRUE	0,202598285	0,201063233	2553	1006	39,16066252	0,454194822	10,79484782	0,023001973	10575000	90
20220423 113709	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	7	TRUE	0,279825695	0,991385002	185	971	10,54243739	78,77598344	22,96498663	0,013282509	10537000	188
20220423 115318	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	66	TRUE	0,01024423	0,904655065	656	92	91,88578145	0,027062314	53,64071476	0,008403354	10533000	217
20220423 115410	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	61	TRUE	0,0225926	0,469785365	3060	933	99,78202722	0,112959308	25,75238827	0,012784391	10518000	218
20220423 104451	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	36	TRUE	0,138316191	0,475036211	131	993	0,034235214	98,24768906	22,78241211	0,014960864	10512000	85
20220423 101142	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	14	TRUE	0,199330332	0,250807878	6564	984	33,92504184	80,54740051	51,09780546	0,014890867	10510000	22
20220423 115114	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	11	TRUE	0,172342358	0,226930607	6601	923	99,98995181	95,6807532	0,060994712	0,008384661	10484000	211
20220423 101335	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	123	TRUE	0,023467132	0,778339401	7021	1009	17,67580112	10,631732	20,10529272	0,022083947	10471000	33
20220423 115934	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	6	TRUE	0,255834775	0,621575783	65	1019	99,53330637	1,142203857	99,99641038	0,01213617	10417000	230
20220423 115123	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	9	TRUE	0,227934137	0,969166565	1341	708	92,82822797	0,018351444	99,93576903	0,008653517	10400000	212
20220423 110508	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	3	TRUE	0,257034396	0,89498561	7254	133	1,806214709	73,34422749	99,74674719	0,0083823	10340000	130
20220423 115132	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	4	TRUE	0,243539074	0,969734548	278	715	40,14972412	0,090540952	48,05416779	0,013635967	10334000	213
20220423 114858	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	90	TRUE	0,034228206	0,579210089	7	1019	13,20286127	0,651055589	0,969164946	0,029255353	10331000	205
20220423 110339	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	87	TRUE	0,014794192	0,963795753	3278	834	24,22129395	99,41903001	0,326962166	0,008404278	10314000	126
20220423 115246	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	20	TRUE	0,224779807	0,870779406	7737	469	0,157271623	99,87421016	0,235147481	0,013537346	10304000	216
20220423 112758	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	8	TRUE	0,257323207	0,821033544	4309	978	0,033878847	99,54759886	36,26081439	0,008441963	10219000	161
20220423 101312	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	12	TRUE	0,291519867	0,868930621	1672	369	13,7506695	31,06851677	99,23789757	0,019955264	10178000	32
20220423 115849	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	9	TRUE	0,126757885	0,423449469	7979	513	99,85255027	12,81153839	99,29664388	0,008351876	10160000	227
20220423 120030	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	4	TRUE	0,299972675	0,959317816	2396	541	22,51815606	52,12122074	99,83763375	0,008335591	10135000	232
20220423 101134	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	11	TRUE	0,218363197	0,74927779	6108	619	41,15907763	8,490678394	34,82277789	0,008565737	10121000	21
20220423 113701	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	28	TRUE	0,018261188	0,911163989	1811	536	96,55418947	68,95552899	1,414228621	0,00834728	10075000	187
20220423 115758	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	14	TRUE	0,118705696	0,272501778	39	28	99,90353261	0,176436539	2,238414344	0,015597435	10029000	223
20220423 112750	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	73	TRUE	0,012538891	0,762684212	7781	983	99,75723004	47,94345949	49,36661884	0,008339599	10021000	160
20220423 100208	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	22	TRUE	0,097895915	0,827873786	4110	362	43,4236098	39,74396194	70,29132676	0,02006036	9936000	2
20220423 101243	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	15	TRUE	0,250335363	0,492001445	656	883	2,102015317	38,78410909	2,107014159	0,035008543	9902000	30
20220423 114756	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	2	TRUE	0,259289003	0,902162473	912	17	27,50533234	99,87904291	23,22313549	0,00835107	9639000	202
20220423 101049	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	3	TRUE	0,238632234	0,531828312	1016	69	82,91548133	15,4112479	32,91279749	0,013995071	9619000	16
20220423 103200	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	2	TRUE	0,17425348	0,800562124	7361	16	38,79469464	61,90687757	0,332737035	0,008431046	9497000	68
20220423 101553	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	5	TRUE	0,186391062	0,655463367	2242	620	92,72726847	21,63529791	7,360290816	0,008394716	9447000	48
20220423 112723	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	11	TRUE	0,207652371	0,220760667	6994	16	90,43760331	1,926532461	5,298890276	0,009979143	9370000	159
20220423 115827	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	24	TRUE	0,25405109	0,201022376	14	685	0,020695877	99,9201948	6,049655465	0,024476869	9203000	225
20220423 101032	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	12	TRUE	0,207389676	0,671272935	2330	913	40,15585494	3,044816326	55,49333454	0,030170903	9166000	14
20220423 104142	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	2	TRUE	0,297629954	0,877840995	7988	133	96,23910758	1,932764222	23,34881369	0,010348269	8944000	81
20220423 104752	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	12	TRUE	0,243359817	0,200718756	2897	1021	61,23360325	0,694638166	1,679507112	0,012742502	8934000	93
20220423 100953	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	55	TRUE	0,061380883	0,566361662	4523	536	11,83120014	22,56272028	39,36961835	0,032507391	8901000	10
20220423 104905	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	21	TRUE	0,261084262	0,277106581	359	528	0,093241902	0,587066093	1,48782398	0,033489938	8837000	95
20220423 110246	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	4	TRUE	0,254152727	0,999465485	7164	663	82,63062758	44,6776576	0,185226808	0,008346232	8782000	124
20220423 110239	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,257280821	0,608637495	135	17	99,58281101	62,46730794	0,214855412	0,0083605	8284000	123
20220423 113416	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	77	TRUE	0,032260784	0,369136159	7588	1010	5,975976373	96,2045302	0,652427766	0,022179624	8007000	179
20220423 101123	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	3	TRUE	0,266380637	0,930237583	4292	940	94,5737882	90,82791569	28,51408006	0,011962426	7864000	19
20220423 100928	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	14	TRUE	0,16571826	0,245240766	5302	752	63,72955743	56,74954757	13,46855081	0,021092217	6018000	8
20220423 100135	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,241426899	0,916064501	1754	482	36,41828619	77,46199166	66,15061443	0,029204281	0	1
20220423 100844	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,18038478	0,309630652	3659	454	80,11943646	46,46240286	23,28151813	0,038036077	0	3
20220423 100856	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,087957071	0,414380342	5606	334	73,70412226	84,21533268	63,82948854	0,016508993	0	4
20220423 100905	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,155992182	0,438876462	3258	737	54,88716567	76,70787537	47,45737863	0,029040266	0	5
20220423 100913	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,12985729	0,607369105	5806	187	52,4657279	20,65315518	76,85967719	0,045974227	0	6
20220423 100919	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,147835662	0,684133934	2907	241	45,3433244	49,49740553	59,73803899	0,027141081	0	7
20220423 100934	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,233876523	0,969563703	5009	671	28,29319915	41,2781893	69,95749664	0,030493293	0	9
20220423 101013	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,029169002	0,354645835	1425	608	90,90715703	60,44149878	41,06974142	0,039739999	0	11
20220423 101020	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,186804442	0,594210891	2046	699	25,86098389	98,19565526	67,22088476	0,041806673	0	12
20220423 101040	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,277450272	0,472594789	951	461	70,14453558	74,5121218	87,38105927	0,01815005	0	15
20220423 101119	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,039123868	0,395102122	1992	512	8,811708919	55,77803533	9,706179624	0,049549286	0	18
20220423 101128	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,257573664	0,808738121	6891	299	58,1793042	26,14733794	95,97391911	0,046162535	0	20
20220423 101150	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,071606637	0,644933368	4815	101	84,39463383	17,23498313	78,56009566	0,025934136	0	23
20220423 101156	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,101988269	0,906969422	365	802	68,06762248	63,01117317	57,36834306	0,022974875	0	24
20220423 101204	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,225067639	0,516720538	6280	562	49,48765864	36,68392361	6,568484513	0,048089113	0	25
20220423 101213	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,047901214	0,992459585	2654	230	61,4447104	32,29809048	3,295121659	0,036801101	0	26
20220423 101222	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,117002784	0,204328762	4196	820	35,78141436	4,602774785	89,90448659	0,043353159	0	27
20220423 101229	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,082001436	0,825655394	7473	841	99,02323606	85,05490858	27,89181109	0,044351493	0	28
20220423 101233	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,28826267	0,887651644	7934	143	21,07512301	94,20437219	74,19662288	0,033373707	0	29
20220423 101307	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,016559379	0,707463268	3163	20	3,288225113	51,16360405	82,87410932	0,038556044	0	31
20220423 101343	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	31	1	TRUE	0,144759854	0,328892871	3912	318	76,13532186	90,09623393	46,52678425	0,024925884	0	34
