fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220418 235127	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	55	TRUE	0.0559086143279597	0.548262943910266	7608	16	0.0179484207335974	13377000	94
20220418 235152	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	76	TRUE	0.291945206220338	0.293948654594813	4039	842	0.00836928625887316	11314000	95
20220418 235517	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	692	TRUE	0.0110815904629859	0.400577092407528	3646	160	0.0141986826037686	13573000	96
20220418 235637	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	247	TRUE	0.0270891115275817	0.57094932391267	4723	880	0.0140671487785878	13866000	97
20220418 235812	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	432	TRUE	0.0215032906108304	0.356302004883783	7312	630	0.0178125036768088	13826000	98
20220419 000044	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	555	TRUE	0.010073374526211	0.35915896373474	6289	828	0.0186650609582253	13442000	99
20220419 000427	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	772	TRUE	0.0107900948333318	0.559649730935437	4089	230	0.0167327885756582	13790000	100
20220419 000808	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	1103	TRUE	0.0113315146948617	0.551655124745436	7926	617	0.0141277502563705	13187000	101
20220419 001129	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	651	TRUE	0.0103735270496722	0.559789389252698	4218	596	0.011572246573423	13381000	102
20220419 001329	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	469	TRUE	0.0153270988792236	0.734643726521373	4094	106	0.0138186864932332	13808000	103
20220419 001646	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	796	TRUE	0.0101821770476772	0.300294557519516	4386	114	0.0142089859797766	13680000	104
20220419 001909	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	611	TRUE	0.0106271546543051	0.355494399639169	7963	211	0.0190508153887101	13373000	105
20220419 002127	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	849	TRUE	0.01049855282038	0.201725332384603	3062	16	0.0204099027383597	13658000	106
20220419 002318	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	335	TRUE	0.0100426363414639	0.514537741459468	3203	17	0.0178270088693646	13623000	107
20220419 002600	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	573	TRUE	0.012119734633425	0.347829008030051	4277	228	0.0167506003145092	13722000	108
20220419 002817	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	403	TRUE	0.0105813143523799	0.819288280083003	3953	279	0.014771927244198	13624000	109
20220419 003058	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	496	TRUE	0.0102706531345673	0.587807795018276	3035	32	0.0156894773046493	13935000	110
20220419 003138	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	145	TRUE	0.0319984909769991	0.32607153774112	4391	16	0.0224354704327852	13245000	111
20220419 003258	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	287	TRUE	0.022506167586021	0.204004283034843	4329	627	0.0178636959427075	13407000	112
20220419 003314	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	48	TRUE	0.278480778048397	0.223961133647424	8000	855	0.0253274368157575	12245000	113
20220419 003327	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	27	TRUE	0.29857715995282	0.260675814420111	7501	16	0.0200387109705886	13016000	114
20220419 003619	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	904	TRUE	0.010069829525983	0.201944241364828	6634	642	0.0140200510603632	13668000	115
20220419 003630	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	16	TRUE	0.254720979192949	0.810155644158206	7986	98	0.0174168978861683	13218000	116
20220419 003643	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	16	TRUE	0.299812703434054	0.750040728360776	5813	1024	0.0191040680632395	12813000	117
20220419 003928	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	658	TRUE	0.0100223473972612	0.335213494968472	5992	543	0.0174889777814227	13402000	118
20220419 004153	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	745	TRUE	0.0122438311459642	0.281978845797915	7973	815	0.0145025228110828	13545000	119
20220419 004208	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	24	TRUE	0.298956098589723	0.408609098108639	7970	803	0.018009131884856	13617000	120
