min_split	min_bucket	cp	max_depth	seg	ganancia_promedio
100	50	-0.25	10	62.38	6301333
100	50	-0.25	15	78.51	3995333
100	50	-0.25	20	84.22	3476667
100	50	0	4	27.21	0
100	50	0	6	39.42	0
100	50	0	8	50.43	0
100	50	0	10	60	0
100	50	0	15	75.66	0
100	50	0	20	81.95	0
100	50	0.001	4	27.67	0
100	50	0.001	6	39.5	0
100	50	0.001	8	50.49	0
100	50	0.001	10	60.95	0
100	50	0.001	15	72.66	0
100	50	0.001	20	77.71	0
100	50	0.002	4	27.94	0
100	50	0.002	6	39.32	0
100	50	0.002	8	49.97	0
100	50	0.002	10	55.69	0
100	50	0.002	15	63.55	0
100	50	0.002	20	64.42	0
100	50	0.003	4	27.16	0
100	50	0.003	6	39.08	0
100	50	0.003	8	47.26	0
100	50	0.003	10	52.17	0
100	50	0.003	15	57.04	0
100	50	0.003	20	57.62	0
100	50	0.004	4	27.65	0
100	50	0.004	6	37.92	0
100	50	0.004	8	44.56	0
100	50	0.004	10	48.32	0
100	50	0.004	15	52.84	0
100	50	0.004	20	52.36	0
100	50	0.005	4	27.68	0
100	50	0.005	6	36.89	0
100	50	0.005	8	43.33	0
100	50	0.005	10	45.34	0
100	50	0.005	15	47.91	0
100	50	0.005	20	47.33	0
100	50	0.006	4	27.42	0
100	50	0.006	6	35.71	0
100	50	0.006	8	41	0
100	50	0.006	10	43.01	0
100	50	0.006	15	44.53	0
100	50	0.006	20	44.27	0
100	50	0.007	4	27.04	0
100	50	0.007	6	34.37	0
100	50	0.007	8	39.56	0
100	50	0.007	10	41.12	0
100	50	0.007	15	42.6	0
100	50	0.007	20	43.22	0
100	50	0.008	4	27.12	0
100	50	0.008	6	34.39	0
100	50	0.008	8	38.51	0
100	50	0.008	10	40.73	0
100	50	0.008	15	41.51	0
100	50	0.008	20	41.38	0
100	50	0.009	4	26.54	0
100	50	0.009	6	32.96	0
100	50	0.009	8	37.73	0
100	50	0.009	10	38.48	0
100	50	0.009	15	38.92	0
100	50	0.009	20	39.5	0
100	50	0.01	4	26.97	0
100	50	0.01	6	33.35	0
100	50	0.01	8	36.09	0
100	50	0.01	10	37.39	0
100	50	0.01	15	37.71	0
100	50	0.01	20	38.07	0
250	5	-1	4	27.63	9016000
250	5	-1	6	39.45	10059333
250	5	-1	8	50.77	10013333
250	5	-1	10	61.55	9583333
250	5	-1	15	85.82	7588000
250	5	-1	20	98.02	6312667
250	5	-0.75	4	26.89	9016000
250	5	-0.75	6	37.92	10059333
250	5	-0.75	8	50.29	10013333
250	5	-0.75	10	60.08	9583333
250	5	-0.75	15	84.87	7588000
250	5	-0.75	20	97.69	6312667
250	5	-0.5	4	27.23	9016000
250	5	-0.5	6	38.17	10059333
250	5	-0.5	8	48.85	10013333
250	5	-0.5	10	60.12	9583333
250	5	-0.5	15	85.7	7588000
250	5	-0.5	20	98.47	6312667
250	5	-0.25	4	27.38	9016000
250	5	-0.25	6	38.88	10059333
250	5	-0.25	8	49.34	10013333
250	5	-0.25	10	61.12	9583333
250	5	-0.25	15	85.62	7588000
250	5	-0.25	20	98.26	6312667
250	5	0	4	26.6	0
250	5	0	6	38.03	1282000
250	5	0	8	50.29	4539333
250	5	0	10	61.06	8186000
250	5	0	15	83.64	8188667
250	5	0	20	96.38	8188667
250	5	0.001	4	26.81	0
250	5	0.001	6	38.24	0
250	5	0.001	8	48.96	0
250	5	0.001	10	60.19	0
250	5	0.001	15	80.5	0
250	5	0.001	20	92.9	0
250	5	0.002	4	27.42	0
250	5	0.002	6	37.74	0
250	5	0.002	8	49.02	0
250	5	0.002	10	59.31	0
250	5	0.002	15	73.9	0
250	5	0.002	20	83.47	0
250	5	0.003	4	27.25	0
250	5	0.003	6	38.54	0
250	5	0.003	8	48.77	0
250	5	0.003	10	55.84	0
250	5	0.003	15	67.63	0
250	5	0.003	20	73.81	0
250	5	0.004	4	26.85	0
250	5	0.004	6	36.71	0
250	5	0.004	8	45.64	0
250	5	0.004	10	51.48	0
250	5	0.004	15	64.36	0
250	5	0.004	20	67.01	0
250	5	0.005	4	26.97	0
250	5	0.005	6	36.94	0
250	5	0.005	8	43.64	0
250	5	0.005	10	49.77	0
250	5	0.005	15	57.78	0
250	5	0.005	20	62	0
250	5	0.006	4	26.83	0
250	5	0.006	6	35.6	0
250	5	0.006	8	43.24	0
250	5	0.006	10	48.23	0
250	5	0.006	15	56.66	0
250	5	0.006	20	58.41	0
250	5	0.007	4	27.15	0
250	5	0.007	6	34.77	0
250	5	0.007	8	41.25	0
250	5	0.007	10	47.68	0
250	5	0.007	15	54.28	0
250	5	0.007	20	54.83	0
250	5	0.008	4	26.92	0
250	5	0.008	6	35.05	0
250	5	0.008	8	41.49	0
250	5	0.008	10	46.92	0
250	5	0.008	15	51.83	0
250	5	0.008	20	53.38	0
250	5	0.009	4	27.06	0
250	5	0.009	6	34.18	0
250	5	0.009	8	40.46	0
250	5	0.009	10	45.78	0
250	5	0.009	15	50.72	0
250	5	0.009	20	50.49	0
250	5	0.01	4	27.06	0
250	5	0.01	6	34.47	0
250	5	0.01	8	41	0
250	5	0.01	10	45.83	0
250	5	0.01	15	49.01	0
250	5	0.01	20	48.41	0
250	12	-1	4	28.3	8939333
250	12	-1	6	40.27	10190000
250	12	-1	8	51.51	9454667
250	12	-1	10	62.87	8120667
250	12	-1	15	84.85	6256667
250	12	-1	20	95.68	5725333
250	12	-0.75	4	27.92	8939333
250	12	-0.75	6	40.03	10190000
250	12	-0.75	8	50.73	9454667
250	12	-0.75	10	61.34	8120667
250	12	-0.75	15	82.23	6256667
250	12	-0.75	20	92.95	5725333
250	12	-0.5	4	27.47	8939333
250	12	-0.5	6	40.41	10190000
250	12	-0.5	8	50.66	9454667
250	12	-0.5	10	61.82	8120667
250	12	-0.5	15	81.98	6256667
250	12	-0.5	20	92.9	5725333
250	12	-0.25	4	27.91	8939333
250	12	-0.25	6	39.05	10190000
250	12	-0.25	8	50.67	9454667
250	12	-0.25	10	61.5	8120667
250	12	-0.25	15	83.58	6256667
250	12	-0.25	20	94.75	5725333
250	12	0	4	27.07	0
250	12	0	6	38.56	0
250	12	0	8	50.17	0
250	12	0	10	61.37	0
250	12	0	15	80.55	0
250	12	0	20	91.99	0
250	12	0.001	4	27.64	0
250	12	0.001	6	38.58	0
250	12	0.001	8	50.53	0
250	12	0.001	10	60.9	0
250	12	0.001	15	78.65	0
250	12	0.001	20	88.92	0
250	12	0.002	4	27.55	0
250	12	0.002	6	39.17	0
250	12	0.002	8	50.26	0
250	12	0.002	10	57.81	0
250	12	0.002	15	71.4	0
250	12	0.002	20	77.83	0
250	12	0.003	4	27.61	0
250	12	0.003	6	39.34	0
250	12	0.003	8	48.52	0
250	12	0.003	10	55.05	0
250	12	0.003	15	65.9	0
250	12	0.003	20	69.45	0
250	12	0.004	4	27.57	0
250	12	0.004	6	38.26	0
250	12	0.004	8	44.97	0
250	12	0.004	10	50.76	0
250	12	0.004	15	59.89	0
250	12	0.004	20	61.57	0
250	12	0.005	4	26.91	0
250	12	0.005	6	37.38	0
250	12	0.005	8	43.42	0
250	12	0.005	10	48.71	0
250	12	0.005	15	55.68	0
250	12	0.005	20	56	0
250	12	0.006	4	26.82	0
250	12	0.006	6	36.78	0
250	12	0.006	8	41.66	0
250	12	0.006	10	47.58	0
250	12	0.006	15	51.32	0
250	12	0.006	20	53.69	0
250	12	0.007	4	27.23	0
250	12	0.007	6	34.21	0
250	12	0.007	8	41.47	0
250	12	0.007	10	45.32	0
250	12	0.007	15	49.56	0
250	12	0.007	20	49.2	0
250	12	0.008	4	27.35	0
250	12	0.008	6	35.26	0
250	12	0.008	8	40.43	0
250	12	0.008	10	45.13	0
250	12	0.008	15	47	0
250	12	0.008	20	47.55	0
250	12	0.009	4	27.42	0
250	12	0.009	6	33.9	0
250	12	0.009	8	39.36	0
250	12	0.009	10	42.21	0
250	12	0.009	15	45.22	0
250	12	0.009	20	44.53	0
250	12	0.01	4	27.49	0
250	12	0.01	6	33.8	0
250	12	0.01	8	39.2	0
250	12	0.01	10	41.43	0
250	12	0.01	15	46.69	0
250	12	0.01	20	43.75	0
250	25	-1	4	28.01	9096667
250	25	-1	6	40.28	9770000
250	25	-1	8	51.5	8952000
250	25	-1	10	63.18	7848000
250	25	-1	15	80.75	6136667
250	25	-1	20	89.4	5708000
250	25	-0.75	4	28.76	9096667
250	25	-0.75	6	40.22	9770000
250	25	-0.75	8	52.05	8952000
250	25	-0.75	10	62.53	7848000
250	25	-0.75	15	80.06	6136667
250	25	-0.75	20	88.21	5708000
250	25	-0.5	4	28.23	9096667
250	25	-0.5	6	40.56	9770000
250	25	-0.5	8	53.98	8952000
250	25	-0.5	10	61.65	7848000
250	25	-0.5	15	79.9	6136667
250	25	-0.5	20	87.27	5708000
250	25	-0.25	4	27.46	9096667
250	25	-0.25	6	39.44	9770000
250	25	-0.25	8	50.43	8952000
250	25	-0.25	10	61.92	7848000
250	25	-0.25	15	80.25	6136667
250	25	-0.25	20	87.86	5708000
250	25	0	4	27.57	0
250	25	0	6	39.37	0
250	25	0	8	49.73	0
250	25	0	10	60.7	0
250	25	0	15	77.82	0
250	25	0	20	83.35	0
250	25	0.001	4	28.04	0
250	25	0.001	6	39.79	0
250	25	0.001	8	50.93	0
250	25	0.001	10	61.22	0
250	25	0.001	15	74.83	0
250	25	0.001	20	80.91	0
250	25	0.002	4	27.62	0
250	25	0.002	6	39.25	0
250	25	0.002	8	49.87	0
250	25	0.002	10	55.8	0
250	25	0.002	15	66.67	0
250	25	0.002	20	71.1	0
250	25	0.003	4	27.82	0
250	25	0.003	6	39.88	0
250	25	0.003	8	48.59	0
250	25	0.003	10	53.74	0
250	25	0.003	15	60.36	0
250	25	0.003	20	63.7	0
250	25	0.004	4	27.83	0
250	25	0.004	6	39.45	0
250	25	0.004	8	46.55	0
250	25	0.004	10	50.01	0
250	25	0.004	15	55.28	0
250	25	0.004	20	55.75	0
250	25	0.005	4	27.73	0
250	25	0.005	6	37.08	0
250	25	0.005	8	42.26	0
250	25	0.005	10	46.48	0
250	25	0.005	15	51.17	0
250	25	0.005	20	52	0
250	25	0.006	4	27.22	0
250	25	0.006	6	35.7	0
250	25	0.006	8	41.33	0
250	25	0.006	10	44.35	0
250	25	0.006	15	47.65	0
250	25	0.006	20	47.32	0
250	25	0.007	4	28.01	0
250	25	0.007	6	35.25	0
250	25	0.007	8	39.35	0
250	25	0.007	10	42.99	0
250	25	0.007	15	46.08	0
250	25	0.007	20	45.53	0
250	25	0.008	4	27.68	0
250	25	0.008	6	34.53	0
250	25	0.008	8	39.96	0
250	25	0.008	10	42.29	0
250	25	0.008	15	44.12	0
250	25	0.008	20	43.56	0
250	25	0.009	4	27.43	0
250	25	0.009	6	33.27	0
250	25	0.009	8	37.37	0
250	25	0.009	10	40.76	0
250	25	0.009	15	41.46	0
250	25	0.009	20	42.13	0
250	25	0.01	4	26.76	0
250	25	0.01	6	32.94	0
250	25	0.01	8	36.88	0
250	25	0.01	10	39.69	0
250	25	0.01	15	40.43	0
250	25	0.01	20	40.87	0
250	50	-1	4	27.96	9867333
250	50	-1	6	40.4	10172667
250	50	-1	8	51.5	8168667
250	50	-1	10	61.81	6236667
250	50	-1	15	77.78	4771333
250	50	-1	20	84.32	4565333
250	50	-0.75	4	28.2	9867333
250	50	-0.75	6	39.95	10172667
250	50	-0.75	8	51.38	8168667
250	50	-0.75	10	62.35	6236667
250	50	-0.75	15	78.65	4771333
250	50	-0.75	20	84.99	4565333
250	50	-0.5	4	28.71	9867333
250	50	-0.5	6	39.61	10172667
250	50	-0.5	8	50.74	8168667
250	50	-0.5	10	61.1	6236667
250	50	-0.5	15	76.63	4771333
250	50	-0.5	20	83.01	4565333
250	50	-0.25	4	27.91	9867333
250	50	-0.25	6	39.32	10172667
250	50	-0.25	8	50.95	8168667
250	50	-0.25	10	60.71	6236667
250	50	-0.25	15	76.59	4771333
250	50	-0.25	20	83.92	4565333
250	50	0	4	27.57	0
250	50	0	6	38.6	0
250	50	0	8	50	0
250	50	0	10	60.29	0
250	50	0	15	75.07	0
250	50	0	20	80.45	0
250	50	0.001	4	27.99	0
250	50	0.001	6	39.25	0
250	50	0.001	8	50.05	0
250	50	0.001	10	60.27	0
250	50	0.001	15	71.89	0
250	50	0.001	20	75.87	0
250	50	0.002	4	27.47	0
250	50	0.002	6	41.59	0
250	50	0.002	8	52.08	0
250	50	0.002	10	58.41	0
250	50	0.002	15	67.97	0
250	50	0.002	20	70.04	0
250	50	0.003	4	28.67	0
250	50	0.003	6	40.66	0
250	50	0.003	8	49.31	0
250	50	0.003	10	53.42	0
250	50	0.003	15	58.93	0
250	50	0.003	20	60.63	0
250	50	0.004	4	28.26	0
250	50	0.004	6	40.04	0
250	50	0.004	8	45.79	0
250	50	0.004	10	50.33	0
250	50	0.004	15	54.03	0
250	50	0.004	20	54.29	0
250	50	0.005	4	28.89	0
250	50	0.005	6	38.5	0
250	50	0.005	8	39.65	0
250	50	0.005	10	41.21	0
250	50	0.005	15	42.79	0
250	50	0.005	20	44.9	0
250	50	0.006	4	25.08	0
250	50	0.006	6	33.29	0
250	50	0.006	8	36.73	0
250	50	0.006	10	39.28	0
250	50	0.006	15	41.01	0
250	50	0.006	20	42.51	0
250	50	0.007	4	24.99	0
250	50	0.007	6	31.6	0
250	50	0.007	8	35.65	0
250	50	0.007	10	37.87	0
250	50	0.007	15	38.52	0
250	50	0.007	20	38.66	0
250	50	0.008	4	24.92	0
250	50	0.008	6	31.54	0
250	50	0.008	8	35.43	0
250	50	0.008	10	36.71	0
250	50	0.008	15	37.57	0
250	50	0.008	20	38.68	0
250	50	0.009	4	24.65	0
250	50	0.009	6	29.87	0
250	50	0.009	8	34.52	0
250	50	0.009	10	35.41	0
250	50	0.009	15	34.85	0
250	50	0.009	20	35.67	0
250	50	0.01	4	25.62	0
250	50	0.01	6	30.47	0
250	50	0.01	8	33.8	0
250	50	0.01	10	34.52	0
250	50	0.01	15	34.59	0
250	50	0.01	20	34.23	0
250	125	-1	4	26.43	10052667
250	125	-1	6	37.13	10030000
250	125	-1	8	50.94	8080000
250	125	-1	10	55.87	7349333
250	125	-1	15	65.98	6485333
250	125	-1	20	68.33	6485333
250	125	-0.75	4	25.38	10052667
250	125	-0.75	6	36.67	10030000
250	125	-0.75	8	46.36	8080000
250	125	-0.75	10	55.35	7349333
250	125	-0.75	15	64.96	6485333
250	125	-0.75	20	68.03	6485333
250	125	-0.5	4	25.51	10052667
250	125	-0.5	6	37.05	10030000
250	125	-0.5	8	47.51	8080000
250	125	-0.5	10	59.6	7349333
250	125	-0.5	15	71.47	6485333
250	125	-0.5	20	75.42	6485333
250	125	-0.25	4	27.68	10052667
250	125	-0.25	6	37.76	10030000
250	125	-0.25	8	46.86	8080000
250	125	-0.25	10	56.29	7349333
250	125	-0.25	15	67.98	6485333
250	125	-0.25	20	70.19	6485333
250	125	0	4	24.65	0
250	125	0	6	36.87	0
250	125	0	8	46.56	0
250	125	0	10	55.33	0
250	125	0	15	66.18	0
250	125	0	20	66.3	0
250	125	0.001	4	25.72	0
250	125	0.001	6	36.38	0
250	125	0.001	8	45.98	0
250	125	0.001	10	53.99	0
250	125	0.001	15	60.77	0
250	125	0.001	20	61.92	0
250	125	0.002	4	25.4	0
250	125	0.002	6	37.59	0
250	125	0.002	8	45.33	0
250	125	0.002	10	49.57	0
250	125	0.002	15	53.51	0
250	125	0.002	20	55.02	0
250	125	0.003	4	26.72	0
250	125	0.003	6	35.94	0
250	125	0.003	8	42.9	0
250	125	0.003	10	47.43	0
250	125	0.003	15	48.29	0
250	125	0.003	20	49.99	0
250	125	0.004	4	25.43	0
250	125	0.004	6	34.81	0
250	125	0.004	8	40.49	0
250	125	0.004	10	42.93	0
250	125	0.004	15	44.99	0
250	125	0.004	20	45.93	0
250	125	0.005	4	26.46	0
250	125	0.005	6	35.27	0
250	125	0.005	8	38.56	0
250	125	0.005	10	42.69	0
250	125	0.005	15	44.33	0
250	125	0.005	20	43.35	0
250	125	0.006	4	26.28	0
250	125	0.006	6	33.96	0
250	125	0.006	8	38.77	0
250	125	0.006	10	39.71	0
250	125	0.006	15	52.82	0
250	125	0.006	20	88.59	0
250	125	0.007	4	31.02	0
250	125	0.007	6	35.6	0
250	125	0.007	8	41.12	0
250	125	0.007	10	40.23	0
250	125	0.007	15	42.95	0
250	125	0.007	20	39.45	0
250	125	0.008	4	26.68	0
250	125	0.008	6	31.08	0
250	125	0.008	8	35.78	0
250	125	0.008	10	40.34	0
250	125	0.008	15	37.79	0
250	125	0.008	20	37.45	0
250	125	0.009	4	24.61	0
250	125	0.009	6	30.03	0
250	125	0.009	8	34.08	0
250	125	0.009	10	36.35	0
250	125	0.009	15	36.11	0
250	125	0.009	20	35.71	0
250	125	0.01	4	26.27	0
250	125	0.01	6	30.8	0
250	125	0.01	8	33.78	0
250	125	0.01	10	35.28	0
250	125	0.01	15	35.87	0
250	125	0.01	20	35.85	0
500	5	-1	4	26.41	9016000
500	5	-1	6	36.88	10059333
500	5	-1	8	47.81	9918000
500	5	-1	10	60.82	9797333
500	5	-1	15	89.84	8486667
500	5	-1	20	99.62	7602667
500	5	-0.75	4	29.7	9016000
500	5	-0.75	6	39.6	10059333
500	5	-0.75	8	49.27	9918000
500	5	-0.75	10	59.83	9797333
500	5	-0.75	15	82.28	8486667
500	5	-0.75	20	96.1	7602667
500	5	-0.5	4	27.34	9016000
500	5	-0.5	6	40.61	10059333
500	5	-0.5	8	48.98	9918000
500	5	-0.5	10	60.24	9797333
500	5	-0.5	15	85.23	8486667
500	5	-0.5	20	101.49	7602667
500	5	-0.25	4	26.95	9016000
500	5	-0.25	6	40.09	10059333
500	5	-0.25	8	51.05	9918000
500	5	-0.25	10	63.02	9797333
500	5	-0.25	15	82.1	8486667
500	5	-0.25	20	99.57	7602667
500	5	0	4	25.95	0
500	5	0	6	39.15	1282000
500	5	0	8	47.72	4539333
500	5	0	10	59.94	5018667
500	5	0	15	83.03	5018667
500	5	0	20	90.63	5018667
500	5	0.001	4	25.95	0
500	5	0.001	6	37.31	0
500	5	0.001	8	47.03	0
500	5	0.001	10	58.41	0
500	5	0.001	15	77.66	0
500	5	0.001	20	91.95	0
500	5	0.002	4	26.9	0
500	5	0.002	6	37.25	0
500	5	0.002	8	48.04	0
500	5	0.002	10	57.06	0
500	5	0.002	15	71.53	0
500	5	0.002	20	80.78	0
500	5	0.003	4	134.89	0
500	5	0.003	6	170.87	0
500	5	0.003	8	47.48	0
500	5	0.003	10	55.31	0
500	5	0.003	15	68.64	0
500	5	0.003	20	74.14	0
500	5	0.004	4	27.23	0
500	5	0.004	6	37.8	0
500	5	0.004	8	46.3	0
500	5	0.004	10	52.01	0
500	5	0.004	15	62.95	0
500	5	0.004	20	67.46	0
500	5	0.005	4	27.69	0
500	5	0.005	6	36.72	0
500	5	0.005	8	45.84	0
500	5	0.005	10	53.39	0
500	5	0.005	15	62.39	0
500	5	0.005	20	62.45	0
500	5	0.006	4	26.79	0
500	5	0.006	6	36.76	0
500	5	0.006	8	44.55	0
500	5	0.006	10	51.82	0
500	5	0.006	15	288.43	0
500	5	0.006	20	59.37	0
500	5	0.007	4	26.88	0
500	5	0.007	6	35.72	0
500	5	0.007	8	46.95	0
500	5	0.007	10	53.72	0
500	5	0.007	15	52.01	0
500	5	0.007	20	54.27	0
500	5	0.008	4	25.92	0
500	5	0.008	6	35.7	0
500	5	0.008	8	41.13	0
500	5	0.008	10	47.81	0
500	5	0.008	15	59.88	0
500	5	0.008	20	56.93	0
500	5	0.009	4	28.38	0
500	5	0.009	6	33.7	0
500	5	0.009	8	39.13	0
500	5	0.009	10	44.21	0
500	5	0.009	15	48.12	0
500	5	0.009	20	48.44	0
500	5	0.01	4	27.03	0
500	5	0.01	6	35.17	0
500	5	0.01	8	39.05	0
500	5	0.01	10	45.34	0
500	5	0.01	15	50.32	0
500	5	0.01	20	49.79	0
500	12	-1	4	28.11	8939333
500	12	-1	6	40.76	10201333
500	12	-1	8	54.96	9468667
500	12	-1	10	58.7	8950667
500	12	-1	15	77.73	7815333
500	12	-1	20	87.55	7575333
500	12	-0.75	4	27.14	8939333
500	12	-0.75	6	38.49	10201333
500	12	-0.75	8	49.86	9468667
500	12	-0.75	10	58.27	8950667
500	12	-0.75	15	78.05	7815333
500	12	-0.75	20	86.54	7575333
500	12	-0.5	4	26.36	8939333
500	12	-0.5	6	37.08	10201333
500	12	-0.5	8	55.84	9468667
500	12	-0.5	10	58.29	8950667
500	12	-0.5	15	74.05	7815333
500	12	-0.5	20	83.77	7575333
500	12	-0.25	4	24.75	8939333
500	12	-0.25	6	35.18	10201333
500	12	-0.25	8	46.3	9468667
500	12	-0.25	10	55.28	8950667
500	12	-0.25	15	73.66	7815333
500	12	-0.25	20	83.96	7575333
500	12	0	4	24.48	0
500	12	0	6	34.24	0
500	12	0	8	44.29	0
500	12	0	10	54.1	0
500	12	0	15	70.83	0
500	12	0	20	80.84	0
500	12	0.001	4	24.51	0
500	12	0.001	6	34.49	0
500	12	0.001	8	45.11	0
500	12	0.001	10	53.99	0
500	12	0.001	15	68.43	0
500	12	0.001	20	77.17	0
500	12	0.002	4	24.23	0
500	12	0.002	6	34.11	0
500	12	0.002	8	43.96	0
500	12	0.002	10	50.73	0
500	12	0.002	15	61.69	0
500	12	0.002	20	68.5	0
500	12	0.003	4	24.37	0
500	12	0.003	6	33.9	0
500	12	0.003	8	42.28	0
500	12	0.003	10	48.04	0
500	12	0.003	15	56.65	0
500	12	0.003	20	60.16	0
500	12	0.004	4	24.2	0
500	12	0.004	6	33.72	0
500	12	0.004	8	40.64	0
500	12	0.004	10	45.2	0
500	12	0.004	15	53.13	0
500	12	0.004	20	54.71	0
500	12	0.005	4	24.48	0
500	12	0.005	6	33.1	0
500	12	0.005	8	38.48	0
500	12	0.005	10	43.05	0
500	12	0.005	15	48.82	0
500	12	0.005	20	48.71	0
500	12	0.006	4	24.34	0
500	12	0.006	6	32.5	0
500	12	0.006	8	37.82	0
500	12	0.006	10	41.4	0
500	12	0.006	15	46.77	0
500	12	0.006	20	46.81	0
500	12	0.007	4	24.36	0
500	12	0.007	6	31.62	0
500	12	0.007	8	36.57	0
500	12	0.007	10	40.32	0
500	12	0.007	15	43.6	0
500	12	0.007	20	44.03	0
500	12	0.008	4	24.28	0
500	12	0.008	6	31.17	0
500	12	0.008	8	36.43	0
500	12	0.008	10	39.53	0
500	12	0.008	15	42.06	0
500	12	0.008	20	42.26	0
500	12	0.009	4	24.58	0
500	12	0.009	6	30	0
500	12	0.009	8	35.43	0
500	12	0.009	10	37.92	0
500	12	0.009	15	39.73	0
500	12	0.009	20	39.83	0
500	12	0.01	4	24.12	0
500	12	0.01	6	30.2	0
500	12	0.01	8	34.85	0
500	12	0.01	10	37.42	0
500	12	0.01	15	38.19	0
500	12	0.01	20	38.75	0
500	25	-1	4	24.93	9096667
500	25	-1	6	35.6	9773333
500	25	-1	8	45.4	9170000
500	25	-1	10	54.9	8709333
500	25	-1	15	69.95	8091333
500	25	-1	20	77.73	7741333
500	25	-0.75	4	25.16	9096667
500	25	-0.75	6	35.31	9773333
500	25	-0.75	8	45.39	9170000
500	25	-0.75	10	55.3	8709333
500	25	-0.75	15	71.33	8091333
500	25	-0.75	20	77.03	7741333
500	25	-0.5	4	24.6	9096667
500	25	-0.5	6	35.31	9773333
500	25	-0.5	8	45.21	9170000
500	25	-0.5	10	54.73	8709333
500	25	-0.5	15	69.96	8091333
500	25	-0.5	20	77.73	7741333
500	25	-0.25	4	25.16	9096667
500	25	-0.25	6	35.53	9773333
500	25	-0.25	8	44.82	9170000
500	25	-0.25	10	53.82	8709333
500	25	-0.25	15	70.1	8091333
500	25	-0.25	20	77.91	7741333
500	25	0	4	24.61	0
500	25	0	6	35.07	0
500	25	0	8	44.66	0
500	25	0	10	53.98	0
500	25	0	15	68.39	0
500	25	0	20	73.96	0
500	25	0.001	4	24.49	0
500	25	0.001	6	34.87	0
500	25	0.001	8	45	0
500	25	0.001	10	53.71	0
500	25	0.001	15	66.11	0
500	25	0.001	20	72.17	0
500	25	0.002	4	24.7	0
500	25	0.002	6	35.02	0
500	25	0.002	8	44.07	0
500	25	0.002	10	50.31	0
500	25	0.002	15	58.05	0
500	25	0.002	20	62.89	0
500	25	0.003	4	24.67	0
500	25	0.003	6	34.72	0
500	25	0.003	8	42.53	0
500	25	0.003	10	47.48	0
500	25	0.003	15	53.21	0
500	25	0.003	20	55.49	0
500	25	0.004	4	24.65	0
500	25	0.004	6	34.25	0
500	25	0.004	8	40.13	0
500	25	0.004	10	44.12	0
500	25	0.004	15	49.33	0
500	25	0.004	20	49.94	0
500	25	0.005	4	24.7	0
500	25	0.005	6	33.68	0
500	25	0.005	8	38.26	0
500	25	0.005	10	41.67	0
500	25	0.005	15	45.82	0
500	25	0.005	20	46.27	0
500	25	0.006	4	24.58	0
500	25	0.006	6	32.54	0
500	25	0.006	8	36.7	0
500	25	0.006	10	39.01	0
500	25	0.006	15	42.68	0
500	25	0.006	20	42.52	0
500	25	0.007	4	24.45	0
500	25	0.007	6	31.33	0
500	25	0.007	8	35.68	0
500	25	0.007	10	38.57	0
500	25	0.007	15	40.97	0
500	25	0.007	20	40.23	0
500	25	0.008	4	24.68	0
500	25	0.008	6	30.63	0
500	25	0.008	8	34.5	0
500	25	0.008	10	37.37	0
500	25	0.008	15	39.12	0
500	25	0.008	20	39.18	0
500	25	0.009	4	23.86	0
500	25	0.009	6	30.2	0
500	25	0.009	8	33.26	0
500	25	0.009	10	35.17	0
500	25	0.009	15	37.65	0
500	25	0.009	20	37.2	0
500	25	0.01	4	23.96	0
500	25	0.01	6	29.87	0
500	25	0.01	8	33.29	0
500	25	0.01	10	35.18	0
500	25	0.01	15	35.92	0
500	25	0.01	20	35.88	0
500	50	-1	4	24.91	9867333
500	50	-1	6	35.83	10146000
500	50	-1	8	44.6	8705333
500	50	-1	10	53.57	8059333
500	50	-1	15	67.9	7276667
500	50	-1	20	73.69	7136667
500	50	-0.75	4	24.99	9867333
500	50	-0.75	6	35.05	10146000
500	50	-0.75	8	44.67	8705333
500	50	-0.75	10	54.34	8059333
500	50	-0.75	15	68.29	7276667
500	50	-0.75	20	73.51	7136667
500	50	-0.5	4	25.14	9867333
500	50	-0.5	6	35.42	10146000
500	50	-0.5	8	45.85	8705333
500	50	-0.5	10	54.21	8059333
500	50	-0.5	15	68.06	7276667
500	50	-0.5	20	73.37	7136667
500	50	-0.25	4	25.06	9867333
500	50	-0.25	6	35.06	10146000
500	50	-0.25	8	45.24	8705333
500	50	-0.25	10	54.02	8059333
500	50	-0.25	15	68.46	7276667
500	50	-0.25	20	73.73	7136667
500	50	0	4	24.32	0
500	50	0	6	35.22	0
500	50	0	8	43.99	0
500	50	0	10	52.48	0
500	50	0	15	65.37	0
500	50	0	20	75.4	0
500	50	0.001	4	28.42	0
500	50	0.001	6	39.34	0
500	50	0.001	8	48.09	0
500	50	0.001	10	57.03	0
500	50	0.001	15	67.5	0
500	50	0.001	20	69.57	0
500	50	0.002	4	24.31	0
500	50	0.002	6	38.26	0
500	50	0.002	8	49.45	0
500	50	0.002	10	53.43	0
500	50	0.002	15	57.99	0
500	50	0.002	20	60.43	0
500	50	0.003	4	27.22	0
500	50	0.003	6	37.69	0
500	50	0.003	8	46.19	0
500	50	0.003	10	48.51	0
500	50	0.003	15	52.92	0
500	50	0.003	20	53.37	0
500	50	0.004	4	25.74	0
500	50	0.004	6	35.72	0
500	50	0.004	8	41.82	0
500	50	0.004	10	45.24	0
500	50	0.004	15	48.25	0
500	50	0.004	20	47.99	0
500	50	0.005	4	25.36	0
500	50	0.005	6	36.38	0
500	50	0.005	8	44.55	0
