min_split	min_bucket	cp	max_depth	t0	t1	t_seg	ganancia_promedio
750	25	-1	4	00:37:03	00:38:31	87.9675419330597	10166666.6666667
100	26	-1	4	00:37:03	00:38:33	90.1113119125366	10166666.6666667
800	25	-1	4	00:37:03	00:38:33	90.2262439727783	10033333.3333333
300	26	-1	4	00:37:03	00:38:35	92.149151802063	10166666.6666667
550	26	-1	4	00:38:35	00:40:02	86.5073800086975	10166666.6666667
750	26	-1	4	00:38:35	00:40:02	86.5583500862122	10166666.6666667
450	26	-1	4	00:38:35	00:40:02	86.9511239528656	10166666.6666667
500	26	-1	4	00:38:35	00:40:02	87.0780498981476	10166666.6666667
700	26	-1	4	00:38:35	00:40:04	88.6791319847107	10166666.6666667
600	26	-1	4	00:38:35	00:40:05	89.2937800884247	10166666.6666667
400	26	-1	4	00:38:35	00:40:07	91.5245010852814	10166666.6666667
650	26	-1	4	00:38:35	00:40:07	91.8922889232635	10166666.6666667
200	27	-1	4	00:40:08	00:41:32	84.2896521091461	10166666.6666667
800	26	-1	4	00:40:08	00:41:33	84.8813140392303	10033333.3333333
300	27	-1	4	00:40:08	00:41:34	86.7472410202026	10166666.6666667
150	27	-1	4	00:40:08	00:41:36	87.957545042038	10166666.6666667
100	27	-1	4	00:40:08	00:41:36	88.8220500946045	10166666.6666667
250	27	-1	4	00:40:08	00:41:37	89.2448070049286	10166666.6666667
350	27	-1	4	00:40:08	00:41:37	89.5766160488129	10166666.6666667
400	27	-1	4	00:40:08	00:41:39	91.7553789615631	10166666.6666667
650	27	-1	4	00:41:39	00:43:05	85.5489301681519	10166666.6666667
500	27	-1	4	00:41:39	00:43:05	85.6398720741272	10166666.6666667
550	27	-1	4	00:41:39	00:43:06	86.6143178939819	10166666.6666667
450	27	-1	4	00:41:39	00:43:06	86.99010014534	10166666.6666667
800	27	-1	4	00:41:39	00:43:08	88.6961188316345	10033333.3333333
600	27	-1	4	00:41:39	00:43:09	89.3357579708099	10166666.6666667
750	27	-1	4	00:41:39	00:43:11	91.5185029506683	10166666.6666667
700	27	-1	4	00:41:39	00:43:11	91.7723579406738	10166666.6666667
450	28	-1	4	00:43:11	00:44:36	84.7613809108734	10166666.6666667
300	28	-1	4	00:43:11	00:44:37	85.2770869731903	10166666.6666667
400	28	-1	4	00:43:11	00:44:38	86.8721709251404	10166666.6666667
200	28	-1	4	00:43:11	00:44:38	87.0060939788818	10166666.6666667
250	28	-1	4	00:43:11	00:44:38	87.0600628852844	10166666.6666667
350	28	-1	4	00:43:11	00:44:41	89.3857250213623	10166666.6666667
150	28	-1	4	00:43:11	00:44:41	89.6875560283661	10166666.6666667
100	28	-1	4	00:43:11	00:44:43	91.4905180931091	10166666.6666667
500	28	-1	4	00:44:43	00:46:07	83.9468479156494	10166666.6666667
600	28	-1	4	00:44:43	00:46:07	84.563493013382	10166666.6666667
800	28	-1	4	00:44:43	00:46:09	86.5933289527893	10033333.3333333
650	28	-1	4	00:44:43	00:46:10	87.5507760047913	10166666.6666667
100	29	-1	4	00:44:43	00:46:12	89.2777869701385	10166666.6666667
700	28	-1	4	00:44:43	00:46:14	91.0217931270599	10166666.6666667
750	28	-1	4	00:44:43	00:46:15	91.7933449745178	10166666.6666667
550	28	-1	4	00:44:43	00:46:15	92.0491979122162	10166666.6666667
150	29	-1	4	00:46:16	00:47:41	85.1061851978302	10166666.6666667
200	29	-1	4	00:46:16	00:47:42	85.797788143158	10166666.6666667
350	29	-1	4	00:46:16	00:47:42	86.099613904953	10166666.6666667
500	29	-1	4	00:46:16	00:47:42	86.4254250526428	10166666.6666667
400	29	-1	4	00:46:16	00:47:44	88.6801309585571	10166666.6666667
300	29	-1	4	00:46:16	00:47:45	88.9429838657379	10166666.6666667
250	29	-1	4	00:46:16	00:47:46	90.7019701004028	10166666.6666667
450	29	-1	4	00:46:16	00:47:47	91.0557670593262	10166666.6666667
600	29	-1	4	00:47:47	00:49:12	84.6564428806305	10166666.6666667
650	29	-1	4	00:47:47	00:49:13	86.413428068161	10166666.6666667
550	29	-1	4	00:47:47	00:49:14	86.8092050552368	10166666.6666667
750	29	-1	4	00:47:47	00:49:14	87.5797591209412	10166666.6666667
800	29	-1	4	00:47:47	00:49:16	89.270791053772	10033333.3333333
100	30	-1	4	00:47:47	00:49:16	89.5056569576263	10166666.6666667
150	30	-1	4	00:47:47	00:49:17	90.1442940235138	10166666.6666667
700	29	-1	4	00:47:47	00:49:18	91.4515690803528	10166666.6666667
250	30	-1	4	00:49:18	00:50:43	85.0712039470673	10166666.6666667
450	30	-1	4	00:49:18	00:50:44	85.4409890174866	10166666.6666667
350	30	-1	4	00:49:18	00:50:44	85.613893032074	10166666.6666667
200	30	-1	4	00:49:18	00:50:46	87.595752954483	10166666.6666667
400	30	-1	4	00:49:18	00:50:48	89.3247618675232	10166666.6666667
500	30	-1	4	00:49:18	00:50:48	89.3767380714417	10166666.6666667
300	30	-1	4	00:49:18	00:50:49	90.1922659873962	10166666.6666667
550	30	-1	4	00:49:18	00:50:49	91.0167889595032	10166666.6666667
700	30	-1	4	00:50:49	00:52:15	85.1521558761597	10166666.6666667
150	31	-1	4	00:50:49	00:52:15	85.7598080635071	10166666.6666667
600	30	-1	4	00:50:49	00:52:16	86.4104359149933	10166666.6666667
750	30	-1	4	00:50:49	00:52:17	87.3349010944366	10166666.6666667
650	30	-1	4	00:50:49	00:52:18	88.6151700019836	10166666.6666667
100	31	-1	4	00:50:49	00:52:18	88.9109990596771	10166666.6666667
200	31	-1	4	00:50:49	00:52:20	90.6350238323212	10166666.6666667
800	30	-1	4	00:50:49	00:52:21	91.2106790542603	10033333.3333333
550	31	-1	4	00:52:21	00:53:45	83.977833032608	10166666.6666667
500	31	-1	4	00:52:21	00:53:46	85.3250529766083	10166666.6666667
400	31	-1	4	00:52:21	00:53:47	86.2655198574066	10166666.6666667
250	31	-1	4	00:52:21	00:53:47	86.6512989997864	10166666.6666667
600	31	-1	4	00:52:21	00:53:50	89.1948409080505	10166666.6666667
450	31	-1	4	00:52:21	00:53:51	90.497092962265	10166666.6666667
300	31	-1	4	00:52:21	00:53:52	91.2506589889526	10166666.6666667
350	31	-1	4	00:52:21	00:53:52	91.3625910282135	10166666.6666667
750	31	-1	4	00:53:52	00:55:18	85.131166934967	10166666.6666667
250	32	-1	4	00:53:52	00:55:18	85.2990720272064	10166666.6666667
100	32	-1	4	00:53:52	00:55:18	85.5459311008453	10166666.6666667
200	32	-1	4	00:53:52	00:55:18	85.8327639102936	10166666.6666667
800	31	-1	4	00:53:52	00:55:20	87.2949249744415	10033333.3333333
150	32	-1	4	00:53:52	00:55:21	88.4412631988525	10166666.6666667
650	31	-1	4	00:53:52	00:55:22	89.1648530960083	10166666.6666667
700	31	-1	4	00:53:52	00:55:24	91.3646111488342	10166666.6666667
400	32	-1	4	00:55:24	00:56:50	85.7987849712372	10166666.6666667
650	32	-1	4	00:55:24	00:56:50	86.282506942749	10166666.6666667
500	32	-1	4	00:55:24	00:56:50	86.3174798488617	10166666.6666667
600	32	-1	4	00:55:24	00:56:52	87.7196819782257	10166666.6666667
550	32	-1	4	00:55:24	00:56:52	88.0025179386139	10166666.6666667
300	32	-1	4	00:55:24	00:56:52	88.0884718894958	10166666.6666667
350	32	-1	4	00:55:24	00:56:54	90.3561699390411	10166666.6666667
450	32	-1	4	00:55:24	00:56:56	92.0552241802216	10166666.6666667
700	32	-1	4	00:56:56	00:58:22	86.2665178775787	10166666.6666667
800	32	-1	4	00:56:56	00:58:22	86.3144910335541	10033333.3333333
300	33	-1	4	00:56:56	00:58:22	86.3554680347443	10166666.6666667
250	33	-1	4	00:56:56	00:58:23	86.7622330188751	10166666.6666667
750	32	-1	4	00:56:56	00:58:23	86.7882192134857	10166666.6666667
200	33	-1	4	00:56:56	00:58:25	89.2617979049683	10166666.6666667
100	33	-1	4	00:56:56	00:58:27	91.4835247993469	10166666.6666667
150	33	-1	4	00:56:56	00:58:28	91.7743580341339	10166666.6666667
700	33	-1	4	00:58:28	00:59:52	84.6604368686676	10166666.6666667
650	33	-1	4	00:58:28	00:59:54	85.8347611427307	10166666.6666667
450	33	-1	4	00:58:28	00:59:54	86.5053768157959	10166666.6666667
500	33	-1	4	00:58:28	00:59:55	87.3768808841705	10166666.6666667
350	33	-1	4	00:58:28	00:59:57	89.503662109375	10166666.6666667
400	33	-1	4	00:58:28	00:59:58	90.197261095047	10166666.6666667
600	33	-1	4	00:58:28	00:59:59	91.4365510940552	10166666.6666667
550	33	-1	4	00:58:28	00:59:59	91.5374898910522	10166666.6666667
800	33	-1	4	00:59:59	01:01:23	84.1037578582764	10033333.3333333
300	34	-1	4	00:59:59	01:01:24	84.7094099521637	10166666.6666667
100	34	-1	4	00:59:59	01:01:27	87.2469539642334	10166666.6666667
350	34	-1	4	00:59:59	01:01:27	87.8236269950867	10166666.6666667
200	34	-1	4	00:59:59	01:01:28	88.3683099746704	10166666.6666667
150	34	-1	4	00:59:59	01:01:28	88.7920730113983	10166666.6666667
250	34	-1	4	00:59:59	01:01:29	89.8394689559937	10166666.6666667
750	33	-1	4	00:59:59	01:01:31	91.8473129272461	10166666.6666667
600	34	-1	4	01:01:31	01:02:55	83.9518461227417	10166666.6666667
650	34	-1	4	01:01:31	01:02:55	84.1647219657898	10166666.6666667
400	34	-1	4	01:01:31	01:02:57	85.6028990745544	10166666.6666667
750	34	-1	4	01:01:31	01:02:58	86.4753999710083	10166666.6666667
500	34	-1	4	01:01:31	01:03:00	88.862025976181	10166666.6666667
550	34	-1	4	01:01:31	01:03:01	89.2987780570984	10166666.6666667
450	34	-1	4	01:01:31	01:03:01	89.3177690505981	10166666.6666667
700	34	-1	4	01:01:31	01:03:03	91.5604898929596	10166666.6666667
800	34	-1	4	01:03:03	01:04:28	85.2161219120026	10033333.3333333
150	35	-1	4	01:03:03	01:04:29	85.7678000926971	10166666.6666667
200	35	-1	4	01:03:03	01:04:29	86.1046099662781	10166666.6666667
350	35	-1	4	01:03:03	01:04:31	87.8196241855621	10166666.6666667
300	35	-1	4	01:03:03	01:04:32	88.6931250095367	10166666.6666667
250	35	-1	4	01:03:03	01:04:32	89.0579171180725	10166666.6666667
100	35	-1	4	01:03:03	01:04:32	89.6225941181183	10166666.6666667
400	35	-1	4	01:03:03	01:04:34	91.4605531692505	10166666.6666667
600	35	-1	4	01:04:34	01:05:58	84.1467278003693	10166666.6666667
750	35	-1	4	01:04:34	01:05:59	84.9792499542236	10166666.6666667
550	35	-1	4	01:04:34	01:06:01	86.3154890537262	10166666.6666667
700	35	-1	4	01:04:34	01:06:02	87.3079168796539	10166666.6666667
500	35	-1	4	01:04:34	01:06:03	88.4892420768738	10166666.6666667
650	35	-1	4	01:04:34	01:06:04	90.1033160686493	10166666.6666667
800	35	-1	4	01:04:34	01:06:05	90.8618741035461	10033333.3333333
450	35	-1	4	01:04:34	01:06:05	90.9268441200256	10166666.6666667
250	36	-1	4	01:06:05	01:07:29	84.056783914566	10096666.6666667
150	36	-1	4	01:06:05	01:07:30	84.6104650497437	10096666.6666667
100	36	-1	4	01:06:05	01:07:31	85.8667459487915	10096666.6666667
400	36	-1	4	01:06:05	01:07:33	87.8755900859833	10096666.6666667
300	36	-1	4	01:06:05	01:07:34	88.3962960243225	10096666.6666667
450	36	-1	4	01:06:05	01:07:34	88.64914894104	10096666.6666667
200	36	-1	4	01:06:05	01:07:35	89.5636241436005	10096666.6666667
350	36	-1	4	01:06:05	01:07:37	91.7003979682922	10096666.6666667
550	36	-1	4	01:07:37	01:09:02	85.2051260471344	10096666.6666667
800	36	-1	4	01:07:37	01:09:03	85.7178320884705	10033333.3333333
750	36	-1	4	01:07:37	01:09:03	86.3694570064545	10096666.6666667
650	36	-1	4	01:07:37	01:09:04	86.7052628993988	10096666.6666667
600	36	-1	4	01:07:37	01:09:06	88.930988073349	10096666.6666667
100	37	-1	4	01:07:37	01:09:06	89.3867259025574	10096666.6666667
700	36	-1	4	01:07:37	01:09:07	90.0013740062714	10096666.6666667
500	36	-1	4	01:07:37	01:09:09	92.3450310230255	10096666.6666667
400	37	-1	4	01:09:09	01:10:34	84.2936499118805	10096666.6666667
200	37	-1	4	01:09:09	01:10:34	84.53151512146	10096666.6666667
250	37	-1	4	01:09:09	01:10:35	85.1701447963715	10096666.6666667
150	37	-1	4	01:09:09	01:10:36	86.7152609825134	10096666.6666667
300	37	-1	4	01:09:09	01:10:37	87.9785399436951	10096666.6666667
500	37	-1	4	01:09:09	01:10:39	89.7485201358795	10096666.6666667
450	37	-1	4	01:09:09	01:10:40	90.5460610389709	10096666.6666667
350	37	-1	4	01:09:09	01:10:40	90.6539969444275	10096666.6666667
700	37	-1	4	01:10:40	01:12:04	83.7669532299042	10096666.6666667
600	37	-1	4	01:10:40	01:12:05	84.4165811538696	10096666.6666667
650	37	-1	4	01:10:40	01:12:06	85.5409350395203	10096666.6666667
750	37	-1	4	01:10:40	01:12:08	87.5967531204224	10096666.6666667
800	37	-1	4	01:10:40	01:12:08	87.8006410598755	10033333.3333333
150	38	-1	4	01:10:40	01:12:09	89.2358109951019	10096666.6666667
550	37	-1	4	01:10:40	01:12:11	90.7709279060364	10096666.6666667
100	38	-1	4	01:10:40	01:12:11	91.1277282238007	10096666.6666667
300	38	-1	4	01:12:12	01:13:35	83.5380821228027	10096666.6666667
450	38	-1	4	01:12:12	01:13:36	84.2346830368042	10096666.6666667
250	38	-1	4	01:12:12	01:13:36	84.3686058521271	10096666.6666667
200	38	-1	4	01:12:12	01:13:40	87.7856459617615	10096666.6666667
350	38	-1	4	01:12:12	01:13:40	88.2553741931915	10096666.6666667
550	38	-1	4	01:12:12	01:13:41	89.4297029972076	10096666.6666667
400	38	-1	4	01:12:12	01:13:42	90.5790450572968	10096666.6666667
500	38	-1	4	01:12:12	01:13:44	91.8693001270294	10096666.6666667
800	38	-1	4	01:13:44	01:15:08	84.0497901439667	10033333.3333333
150	39	-1	4	01:13:44	01:15:08	84.6744329929352	10096666.6666667
600	38	-1	4	01:13:44	01:15:10	86.3444700241089	10096666.6666667
200	39	-1	4	01:13:44	01:15:11	87.2209680080414	10096666.6666667
650	38	-1	4	01:13:44	01:15:12	88.4422659873962	10096666.6666667
750	38	-1	4	01:13:44	01:15:12	88.7081120014191	10096666.6666667
700	38	-1	4	01:13:44	01:15:15	90.8189051151276	10096666.6666667
100	39	-1	4	01:13:44	01:15:15	91.228688955307	10096666.6666667
500	39	-1	4	01:15:15	01:16:39	83.8528950214386	10096666.6666667
450	39	-1	4	01:15:15	01:16:40	84.6004729270935	10096666.6666667
400	39	-1	4	01:15:15	01:16:40	84.6394529342651	10096666.6666667
600	39	-1	4	01:15:15	01:16:41	85.2640929222107	10096666.6666667
550	39	-1	4	01:15:15	01:16:43	87.1290190219879	10096666.6666667
300	39	-1	4	01:15:15	01:16:44	88.5022280216217	10096666.6666667
250	39	-1	4	01:15:15	01:16:46	90.082328081131	10096666.6666667
350	39	-1	4	01:15:15	01:16:47	91.5165030956268	10096666.6666667
800	39	-1	4	01:16:47	01:18:12	84.6964099407196	10033333.3333333
750	39	-1	4	01:16:47	01:18:12	85.4250009059906	10096666.6666667
100	40	-1	4	01:16:47	01:18:14	86.8131968975067	10096666.6666667
700	39	-1	4	01:16:47	01:18:14	87.132022857666	10096666.6666667
250	40	-1	4	01:16:47	01:18:14	87.3129091262817	10096666.6666667
200	40	-1	4	01:16:47	01:18:15	87.986526966095	10096666.6666667
150	40	-1	4	01:16:47	01:18:16	89.4356961250305	10096666.6666667
650	39	-1	4	01:16:47	01:18:18	91.4185581207275	10096666.6666667
400	40	-1	4	01:18:18	01:19:43	84.3785979747772	10096666.6666667
600	40	-1	4	01:18:18	01:19:43	84.836333990097	10096666.6666667
450	40	-1	4	01:18:18	01:19:43	84.9602670669556	10096666.6666667
300	40	-1	4	01:18:18	01:19:44	85.6308829784393	10096666.6666667
350	40	-1	4	01:18:18	01:19:45	87.0330770015717	10096666.6666667
550	40	-1	4	01:18:18	01:19:48	89.4346930980682	10096666.6666667
500	40	-1	4	01:18:18	01:19:49	90.3401801586151	10096666.6666667
650	40	-1	4	01:18:18	01:19:49	90.7859201431274	10096666.6666667
700	40	-1	4	01:19:50	01:21:15	85.5359370708466	10096666.6666667
750	40	-1	4	01:19:50	01:21:20	89.9154250621796	10096666.6666667
800	40	-1	4	01:19:50	01:21:22	92.2790689468384	10033333.3333333
150	20	-1	5	01:19:50	01:21:29	99.809751033783	10923333.3333333
250	20	-1	5	01:19:50	01:21:30	100.484358072281	10923333.3333333
300	20	-1	5	01:19:50	01:21:31	101.511770963669	10923333.3333333
200	20	-1	5	01:19:50	01:21:32	102.267337083817	10923333.3333333
100	20	-1	5	01:19:50	01:21:33	103.19380903244	10683333.3333333
600	20	-1	5	01:21:33	01:23:17	104.002342939377	10923333.3333333
650	20	-1	5	01:21:33	01:23:18	104.856855154037	10923333.3333333
450	20	-1	5	01:21:33	01:23:19	106.124127864838	10923333.3333333
550	20	-1	5	01:21:33	01:23:20	106.597856044769	10923333.3333333
700	20	-1	5	01:21:33	01:23:20	106.875694990158	10923333.3333333
500	20	-1	5	01:21:33	01:23:22	109.33728313446	10923333.3333333
350	20	-1	5	01:21:33	01:23:23	110.055867910385	10923333.3333333
400	20	-1	5	01:21:33	01:23:24	110.921371936798	10923333.3333333
350	21	-1	5	01:23:24	01:25:08	103.511626958847	10923333.3333333
800	20	-1	5	01:23:24	01:25:08	104.165250062943	10790000
200	21	-1	5	01:23:24	01:25:09	104.785895109177	10923333.3333333
100	21	-1	5	01:23:24	01:25:09	105.321588993073	10683333.3333333
750	20	-1	5	01:23:24	01:25:11	107.048599004745	10923333.3333333
300	21	-1	5	01:23:24	01:25:14	109.564152002335	10923333.3333333
150	21	-1	5	01:23:24	01:25:14	109.847981929779	10923333.3333333
250	21	-1	5	01:23:24	01:25:16	111.400095939636	10923333.3333333
400	21	-1	5	01:25:16	01:27:00	104.246205091476	10923333.3333333
700	21	-1	5	01:25:16	01:27:00	104.835862874985	10923333.3333333
650	21	-1	5	01:25:16	01:27:03	107.186512947083	10923333.3333333
600	21	-1	5	01:25:16	01:27:03	107.601279020309	10923333.3333333
500	21	-1	5	01:25:16	01:27:04	107.995055913925	10923333.3333333
450	21	-1	5	01:25:16	01:27:04	108.119984149933	10923333.3333333
750	21	-1	5	01:25:16	01:27:05	109.843992948532	10923333.3333333
550	21	-1	5	01:25:16	01:27:07	111.665943145752	10923333.3333333
350	22	-1	5	01:27:07	01:28:50	102.856997966766	10923333.3333333
300	22	-1	5	01:27:07	01:28:51	103.8934071064	10923333.3333333
250	22	-1	5	01:27:07	01:28:52	104.670960903168	10923333.3333333
200	22	-1	5	01:27:07	01:28:53	106.010186910629	10923333.3333333
100	22	-1	5	01:27:07	01:28:55	107.579291820526	10683333.3333333
800	21	-1	5	01:27:07	01:28:56	108.889537811279	10790000
150	22	-1	5	01:27:07	01:28:58	110.249758005142	10923333.3333333
400	22	-1	5	01:27:07	01:29:00	112.400529146194	10923333.3333333
450	22	-1	5	01:29:00	01:30:43	103.110857009888	10923333.3333333
750	22	-1	5	01:29:00	01:30:44	104.567022800446	10923333.3333333
550	22	-1	5	01:29:00	01:30:44	104.748916864395	10923333.3333333
600	22	-1	5	01:29:00	01:30:46	106.284034013748	10923333.3333333
800	22	-1	5	01:29:00	01:30:49	109.362262964249	10790000
650	22	-1	5	01:29:00	01:30:49	109.633111953735	10923333.3333333
700	22	-1	5	01:29:00	01:30:50	110.082854032516	10923333.3333333
500	22	-1	5	01:29:00	01:30:51	111.5939848423	10923333.3333333
200	23	-1	5	01:30:51	01:32:34	103.014914989471	10976666.6666667
400	23	-1	5	01:30:51	01:32:35	103.196805953979	10976666.6666667
350	23	-1	5	01:30:51	01:32:35	103.673535108566	10976666.6666667
300	23	-1	5	01:30:51	01:32:38	106.686804056168	10976666.6666667
150	23	-1	5	01:30:51	01:32:39	107.498336076736	10976666.6666667
250	23	-1	5	01:30:51	01:32:40	108.996475934982	10976666.6666667
450	23	-1	5	01:30:51	01:32:42	110.496618032455	10976666.6666667
100	23	-1	5	01:30:51	01:32:43	111.966773986816	10736666.6666667
700	23	-1	5	01:32:43	01:34:27	103.582581043243	10976666.6666667
650	23	-1	5	01:32:43	01:34:28	104.166247844696	10976666.6666667
800	23	-1	5	01:32:43	01:34:29	105.780321836472	10843333.3333333
500	23	-1	5	01:32:43	01:34:30	106.110136985779	10976666.6666667
550	23	-1	5	01:32:43	01:34:32	108.829572200775	10976666.6666667
750	23	-1	5	01:32:43	01:34:33	109.213349103928	10976666.6666667
600	23	-1	5	01:32:43	01:34:33	109.331285953522	10976666.6666667
100	24	-1	5	01:32:43	01:34:35	111.867843151093	10736666.6666667
200	24	-1	5	01:34:35	01:36:19	103.60557103157	10976666.6666667
300	24	-1	5	01:34:35	01:36:20	104.527040958405	10976666.6666667
150	24	-1	5	01:34:35	01:36:21	105.560450077057	10976666.6666667
