min_split	min_bucket	cp	max_depth	seg	ganancia_promedio
250	12	-1	20	95.63	5725333
250	12	0	4	28.19	0
250	12	0	6	39.14	0
250	12	0	8	51.28	0
250	12	0	10	62.88	0
250	12	0	15	81.69	0
250	12	0	20	91.56	0
250	12	0.01	4	28.03	0
250	12	0.01	6	34.75	0
250	12	0.01	8	39.52	0
250	12	0.01	10	42.28	0
250	12	0.01	15	44.22	0
250	12	0.01	20	44.27	0
250	12	0.02	4	27.67	0
250	12	0.02	6	34.24	0
250	12	0.02	8	36.43	0
250	12	0.02	10	36.59	0
250	12	0.02	15	36.64	0
250	12	0.02	20	36.45	0
250	12	0.03	4	28.1	0
250	12	0.03	6	31.21	0
250	12	0.03	8	32.13	0
250	12	0.03	10	32.74	0
250	12	0.03	15	32.55	0
250	12	0.03	20	32.47	0
250	12	0.04	4	27.4	0
250	12	0.04	6	29.67	0
250	12	0.04	8	29.38	0
250	12	0.04	10	29.21	0
250	12	0.04	15	29.77	0
250	12	0.04	20	30.25	0
250	12	0.05	4	27.45	0
250	12	0.05	6	27.7	0
250	12	0.05	8	28.49	0
250	12	0.05	10	27.9	0
250	12	0.05	15	28.61	0
250	12	0.05	20	27.99	0
250	12	0.06	4	24.47	0
250	12	0.06	6	25.7	0
250	12	0.06	8	25.41	0
250	12	0.06	10	25.34	0
250	12	0.06	15	25.18	0
250	12	0.06	20	26.2	0
250	12	0.07	4	23.94	0
250	12	0.07	6	23.15	0
250	12	0.07	8	24.35	0
250	12	0.07	10	23.7	0
250	12	0.07	15	24.22	0
250	12	0.07	20	23.51	0
250	12	0.08	4	22.56	0
250	12	0.08	6	23.77	0
250	12	0.08	8	22.81	0
250	12	0.08	10	23.46	0
250	12	0.08	15	23.71	0
250	12	0.08	20	23.32	0
250	12	0.09	4	21.67	0
250	12	0.09	6	21.66	0
250	12	0.09	8	22.71	0
250	12	0.09	10	21.94	0
250	12	0.09	15	22.7	0
250	12	0.09	20	22.11	0
250	12	0.1	4	20.4	0
250	12	0.1	6	20.04	0
250	12	0.1	8	20.86	0
250	12	0.1	10	20.32	0
250	12	0.1	15	20.16	0
250	12	0.1	20	20.78	0
250	12	0.15	4	17.43	0
250	12	0.15	6	17.61	0
250	12	0.15	8	17.35	0
250	12	0.15	10	17.52	0
250	12	0.15	15	18.01	0
250	12	0.15	20	17.11	0
250	25	-1	4	28.12	9096667
250	25	-1	6	40.13	9770000
250	25	-1	8	52.16	8952000
250	25	-1	10	62.69	7848000
250	25	-1	15	83.5	6136667
250	25	-1	20	87.95	5708000
250	25	0	4	27.19	0
250	25	0	6	39.01	0
250	25	0	8	51.84	0
250	25	0	10	61.29	0
250	25	0	15	78.25	0
250	25	0	20	84.94	0
250	25	0.01	4	26.98	0
250	25	0.01	6	32.8	0
250	25	0.01	8	37.47	0
250	25	0.01	10	40.16	0
250	25	0.01	15	41.45	0
250	25	0.01	20	41.3	0
250	25	0.02	4	27.34	0
250	25	0.02	6	32.91	0
250	25	0.02	8	33.89	0
250	25	0.02	10	34.95	0
250	25	0.02	15	34.17	0
250	25	0.02	20	35.31	0
250	25	0.03	4	28.06	0
250	25	0.03	6	30.48	0
250	25	0.03	8	31.72	0
250	25	0.03	10	32.05	0
250	25	0.03	15	31	0
250	25	0.03	20	31.65	0
250	25	0.04	4	27.06	0
250	25	0.04	6	28.69	0
250	25	0.04	8	28.47	0
250	25	0.04	10	28.89	0
250	25	0.04	15	29.36	0
250	25	0.04	20	29.26	0
250	25	0.05	4	27.7	0
250	25	0.05	6	27.53	0
250	25	0.05	8	28.04	0
250	25	0.05	10	27.9	0
250	25	0.05	15	28.56	0
250	25	0.05	20	27.91	0
250	25	0.06	4	25.06	0
250	25	0.06	6	25.31	0
250	25	0.06	8	25.33	0
250	25	0.06	10	25.55	0
250	25	0.06	15	26.21	0
250	25	0.06	20	25.95	0
250	25	0.07	4	23.51	0
250	25	0.07	6	24.11	0
250	25	0.07	8	23.8	0
250	25	0.07	10	24.42	0
250	25	0.07	15	23.89	0
250	25	0.07	20	23.66	0
250	25	0.08	4	23.67	0
250	25	0.08	6	23.38	0
250	25	0.08	8	23.81	0
250	25	0.08	10	23.7	0
250	25	0.08	15	24.29	0
250	25	0.08	20	23.7	0
250	25	0.09	4	21.88	0
250	25	0.09	6	23.29	0
250	25	0.09	8	22.06	0
250	25	0.09	10	22.84	0
250	25	0.09	15	22.83	0
250	25	0.09	20	22.56	0
250	25	0.1	4	20.33	0
250	25	0.1	6	20.85	0
250	25	0.1	8	21.12	0
250	25	0.1	10	20.95	0
250	25	0.1	15	20.43	0
250	25	0.1	20	21.11	0
250	25	0.15	4	17.67	0
250	25	0.15	6	18.64	0
250	25	0.15	8	17.78	0
250	25	0.15	10	17.68	0
250	25	0.15	15	18	0
250	25	0.15	20	17.82	0
250	50	-1	4	28.92	9867333
250	50	-1	6	40.67	10172667
250	50	-1	8	52.66	8168667
250	50	-1	10	63.09	6236667
250	50	-1	15	79.15	4771333
250	50	-1	20	84.95	4565333
250	50	0	4	28.36	0
250	50	0	6	39.7	0
250	50	0	8	50.73	0
250	50	0	10	60.59	0
250	50	0	15	76.07	0
250	50	0	20	81.27	0
250	50	0.01	4	26.94	0
250	50	0.01	6	33.34	0
250	50	0.01	8	36.81	0
250	50	0.01	10	38.42	0
250	50	0.01	15	38.47	0
250	50	0.01	20	38.61	0
250	50	0.02	4	27.68	0
250	50	0.02	6	32.59	0
250	50	0.02	8	33.77	0
250	50	0.02	10	34.58	0
250	50	0.02	15	33.81	0
250	50	0.02	20	33.96	0
250	50	0.03	4	27.88	0
250	50	0.03	6	30.59	0
250	50	0.03	8	31	0
250	50	0.03	10	30.9	0
250	50	0.03	15	30.57	0
250	50	0.03	20	31.35	0
250	50	0.04	4	26.74	0
250	50	0.04	6	28.23	0
250	50	0.04	8	29.04	0
250	50	0.04	10	29.49	0
250	50	0.04	15	28.9	0
250	50	0.04	20	29.4	0
250	50	0.05	4	27.09	0
250	50	0.05	6	27.89	0
250	50	0.05	8	27.49	0
250	50	0.05	10	28.41	0
250	50	0.05	15	27.59	0
250	50	0.05	20	27.83	0
250	50	0.06	4	25.16	0
250	50	0.06	6	24.74	0
250	50	0.06	8	25.38	0
250	50	0.06	10	25.61	0
250	50	0.06	15	25.74	0
250	50	0.06	20	25.59	0
250	50	0.07	4	23.17	0
250	50	0.07	6	24.01	0
250	50	0.07	8	23.9	0
250	50	0.07	10	24.3	0
250	50	0.07	15	23.9	0
250	50	0.07	20	23.69	0
250	50	0.08	4	23.21	0
250	50	0.08	6	23.31	0
250	50	0.08	8	23.07	0
250	50	0.08	10	23.36	0
250	50	0.08	15	23.83	0
250	50	0.08	20	23.42	0
250	50	0.09	4	22.33	0
250	50	0.09	6	22.1	0
250	50	0.09	8	22.86	0
250	50	0.09	10	22.67	0
250	50	0.09	15	22.65	0
250	50	0.09	20	23	0
250	50	0.1	4	20.25	0
250	50	0.1	6	20.6	0
250	50	0.1	8	20.79	0
250	50	0.1	10	20.56	0
250	50	0.1	15	20.52	0
250	50	0.1	20	21.35	0
250	50	0.15	4	17.68	0
250	50	0.15	6	17.65	0
250	50	0.15	8	17.8	0
250	50	0.15	10	17.49	0
250	50	0.15	15	18.19	0
250	50	0.15	20	17.84	0
250	125	-1	4	28.81	10052667
250	125	-1	6	40.17	10030000
250	125	-1	8	53.59	8080000
250	125	-1	10	62.17	7349333
250	125	-1	15	73.68	6485333
250	125	-1	20	74.45	6485333
250	125	0	4	28.66	0
250	125	0	6	39.92	0
250	125	0	8	51.65	0
250	125	0	10	61.51	0
250	125	0	15	71.06	0
250	125	0	20	72.57	0
250	125	0.01	4	27.57	0
250	125	0.01	6	33.63	0
250	125	0.01	8	36.23	0
250	125	0.01	10	38.01	0
250	125	0.01	15	38.45	0
250	125	0.01	20	38.06	0
250	125	0.02	4	27.82	0
250	125	0.02	6	33.37	0
250	125	0.02	8	33.59	0
250	125	0.02	10	34.27	0
250	125	0.02	15	33.81	0
250	125	0.02	20	34.47	0
250	125	0.03	4	27.21	0
250	125	0.03	6	30.64	0
250	125	0.03	8	31.34	0
250	125	0.03	10	31.76	0
250	125	0.03	15	32.19	0
250	125	0.03	20	31.17	0
250	125	0.04	4	27.79	0
250	125	0.04	6	29.08	0
250	125	0.04	8	29.54	0
250	125	0.04	10	29.04	0
250	125	0.04	15	29.79	0
250	125	0.04	20	29.19	0
250	125	0.05	4	27.77	0
250	125	0.05	6	28.22	0
250	125	0.05	8	28.92	0
250	125	0.05	10	28.44	0
250	125	0.05	15	27.84	0
250	125	0.05	20	28.7	0
250	125	0.06	4	24.04	0
250	125	0.06	6	25.29	0
250	125	0.06	8	24.75	0
250	125	0.06	10	24.55	0
250	125	0.06	15	25.62	0
250	125	0.06	20	24.58	0
250	125	0.07	4	22.7	0
250	125	0.07	6	24.01	0
250	125	0.07	8	23.86	0
250	125	0.07	10	24.24	0
250	125	0.07	15	24.58	0
250	125	0.07	20	23.89	0
250	125	0.08	4	22.73	0
250	125	0.08	6	23.24	0
250	125	0.08	8	23.21	0
250	125	0.08	10	23.17	0
250	125	0.08	15	23.43	0
250	125	0.08	20	23.32	0
250	125	0.09	4	21.83	0
250	125	0.09	6	22.46	0
250	125	0.09	8	22.98	0
250	125	0.09	10	22.55	0
250	125	0.09	15	22.94	0
250	125	0.09	20	22.53	0
250	125	0.1	4	20.38	0
250	125	0.1	6	20.04	0
250	125	0.1	8	20.99	0
250	125	0.1	10	20	0
250	125	0.1	15	19.95	0
250	125	0.1	20	20.69	0
250	125	0.15	4	17.28	0
250	125	0.15	6	17.32	0
250	125	0.15	8	17.97	0
250	125	0.15	10	17.45	0
250	125	0.15	15	17.83	0
250	125	0.15	20	17.54	0
500	5	-1	4	28.45	9016000
500	5	-1	6	39.44	10059333
500	5	-1	8	50.32	9918000
500	5	-1	10	61	9797333
500	5	-1	15	85.23	8486667
500	5	-1	20	98.05	7602667
500	5	0	4	28.67	0
500	5	0	6	43.86	1282000
500	5	0	8	52.83	4539333
500	5	0	10	61.19	5018667
500	5	0	15	83.52	5018667
500	5	0	20	95.32	5018667
500	5	0.01	4	27.34	0
500	5	0.01	6	34.66	0
500	5	0.01	8	40.11	0
500	5	0.01	10	44.74	0
500	5	0.01	15	48.26	0
500	5	0.01	20	48.41	0
500	5	0.02	4	27.53	0
500	5	0.02	6	34.27	0
500	5	0.02	8	37.18	0
500	5	0.02	10	38.84	0
500	5	0.02	15	38.55	0
500	5	0.02	20	38.34	0
500	5	0.03	4	26.55	0
500	5	0.03	6	32.75	0
500	5	0.03	8	32.78	0
500	5	0.03	10	33.22	0
500	5	0.03	15	34.25	0
500	5	0.03	20	34.87	0
500	5	0.04	4	27.15	0
500	5	0.04	6	29.7	0
500	5	0.04	8	29.57	0
500	5	0.04	10	30	0
500	5	0.04	15	29.74	0
500	5	0.04	20	30.04	0
500	5	0.05	4	26.78	0
500	5	0.05	6	26.77	0
500	5	0.05	8	27.17	0
500	5	0.05	10	27.61	0
500	5	0.05	15	27.91	0
500	5	0.05	20	28.29	0
500	5	0.06	4	25.29	0
500	5	0.06	6	25.1	0
500	5	0.06	8	25.73	0
500	5	0.06	10	24.99	0
500	5	0.06	15	25.37	0
500	5	0.06	20	25.56	0
500	5	0.07	4	22.35	0
500	5	0.07	6	23.15	0
500	5	0.07	8	23.79	0
500	5	0.07	10	23.08	0
500	5	0.07	15	23.33	0
500	5	0.07	20	23.22	0
500	5	0.08	4	22.95	0
500	5	0.08	6	22.81	0
500	5	0.08	8	23.29	0
500	5	0.08	10	23.64	0
500	5	0.08	15	22.98	0
500	5	0.08	20	22.97	0
500	5	0.09	4	21.93	0
500	5	0.09	6	22.17	0
500	5	0.09	8	21.99	0
500	5	0.09	10	21.95	0
500	5	0.09	15	21.72	0
500	5	0.09	20	22.26	0
500	5	0.1	4	20.16	0
500	5	0.1	6	20.16	0
500	5	0.1	8	20.1	0
500	5	0.1	10	20.01	0
500	5	0.1	15	19.96	0
500	5	0.1	20	20.74	0
500	5	0.15	4	17.26	0
500	5	0.15	6	18.07	0
500	5	0.15	8	17.43	0
500	5	0.15	10	18.11	0
500	5	0.15	15	17.52	0
500	5	0.15	20	17.67	0
500	12	-1	4	28.51	8939333
500	12	-1	6	39.43	10201333
500	12	-1	8	50.4	9468667
500	12	-1	10	61.16	8950667
500	12	-1	15	81.35	7815333
500	12	-1	20	92.79	7575333
500	12	0	4	26.98	0
500	12	0	6	38.69	0
500	12	0	8	49.3	0
500	12	0	10	60.31	0
500	12	0	15	80.4	0
500	12	0	20	88.68	0
500	12	0.01	4	27.01	0
500	12	0.01	6	33.33	0
500	12	0.01	8	37.99	0
500	12	0.01	10	41.56	0
500	12	0.01	15	41.71	0
500	12	0.01	20	43.42	0
500	12	0.02	4	26.97	0
500	12	0.02	6	33.49	0
500	12	0.02	8	35.77	0
500	12	0.02	10	35.06	0
500	12	0.02	15	35.62	0
500	12	0.02	20	35.44	0
500	12	0.03	4	26.91	0
500	12	0.03	6	30.86	0
500	12	0.03	8	31.74	0
500	12	0.03	10	31.98	0
500	12	0.03	15	32.15	0
500	12	0.03	20	31.97	0
500	12	0.04	4	27.04	0
500	12	0.04	6	28.79	0
500	12	0.04	8	28.45	0
500	12	0.04	10	28.84	0
500	12	0.04	15	28.63	0
500	12	0.04	20	29.29	0
500	12	0.05	4	27.1	0
500	12	0.05	6	27.14	0
500	12	0.05	8	27.72	0
500	12	0.05	10	27.91	0
500	12	0.05	15	27.39	0
500	12	0.05	20	27.96	0
500	12	0.06	4	23.96	0
500	12	0.06	6	25.04	0
500	12	0.06	8	25.15	0
500	12	0.06	10	24.54	0
500	12	0.06	15	25.62	0
500	12	0.06	20	25.7	0
500	12	0.07	4	23.18	0
500	12	0.07	6	22.85	0
500	12	0.07	8	23.24	0
500	12	0.07	10	22.73	0
500	12	0.07	15	23.94	0
500	12	0.07	20	22.65	0
500	12	0.08	4	22.78	0
500	12	0.08	6	22.67	0
500	12	0.08	8	22.38	0
500	12	0.08	10	23.09	0
500	12	0.08	15	22.96	0
500	12	0.08	20	23	0
500	12	0.09	4	21.28	0
500	12	0.09	6	21.94	0
500	12	0.09	8	21.73	0
500	12	0.09	10	22.28	0
500	12	0.09	15	21.93	0
500	12	0.09	20	21.42	0
500	12	0.1	4	19.97	0
500	12	0.1	6	20.23	0
500	12	0.1	8	20.86	0
500	12	0.1	10	20.44	0
500	12	0.1	15	19.63	0
500	12	0.1	20	20.41	0
500	12	0.15	4	17.34	0
500	12	0.15	6	17.46	0
500	12	0.15	8	17.18	0
500	12	0.15	10	17.11	0
500	12	0.15	15	17.85	0
500	12	0.15	20	16.85	0
500	25	-1	4	27.94	9096667
500	25	-1	6	38.68	9773333
500	25	-1	8	50.58	9170000
500	25	-1	10	61	8709333
500	25	-1	15	77.48	8091333
500	25	-1	20	85.5	7741333
500	25	0	4	27.52	0
500	25	0	6	38.8	0
500	25	0	8	49.72	0
500	25	0	10	59.77	0
500	25	0	15	75.61	0
500	25	0	20	82.11	0
500	25	0.01	4	26.21	0
500	25	0.01	6	32.81	0
500	25	0.01	8	36.02	0
500	25	0.01	10	38.94	0
500	25	0.01	15	39.42	0
500	25	0.01	20	39.44	0
500	25	0.02	4	26.93	0
500	25	0.02	6	32.12	0
500	25	0.02	8	34.01	0
500	25	0.02	10	33.68	0
500	25	0.02	15	32.91	0
500	25	0.02	20	34	0
500	25	0.03	4	26.07	0
500	25	0.03	6	30.35	0
500	25	0.03	8	29.99	0
500	25	0.03	10	30.43	0
500	25	0.03	15	30.83	0
500	25	0.03	20	30.58	0
500	25	0.04	4	26.84	0
500	25	0.04	6	27.31	0
500	25	0.04	8	28.01	0
500	25	0.04	10	28.06	0
500	25	0.04	15	28.16	0
500	25	0.04	20	27.72	0
500	25	0.05	4	26.29	0
500	25	0.05	6	27.01	0
500	25	0.05	8	26.56	0
500	25	0.05	10	26.85	0
500	25	0.05	15	26.63	0
500	25	0.05	20	27.38	0
500	25	0.06	4	24.06	0
500	25	0.06	6	25.31	0
500	25	0.06	8	24.65	0
500	25	0.06	10	25	0
500	25	0.06	15	24.38	0
500	25	0.06	20	24.46	0
500	25	0.07	4	23	0
500	25	0.07	6	23.32	0
500	25	0.07	8	22.95	0
500	25	0.07	10	23.03	0
500	25	0.07	15	23.87	0
500	25	0.07	20	23.56	0
500	25	0.08	4	22.07	0
500	25	0.08	6	22.81	0
500	25	0.08	8	22.83	0
500	25	0.08	10	23.5	0
500	25	0.08	15	23.35	0
500	25	0.08	20	23.11	0
500	25	0.09	4	21.62	0
500	25	0.09	6	22.29	0
500	25	0.09	8	22.26	0
500	25	0.09	10	22.36	0
500	25	0.09	15	22.05	0
500	25	0.09	20	21.57	0
500	25	0.1	4	19.99	0
500	25	0.1	6	20.61	0
500	25	0.1	8	19.69	0
500	25	0.1	10	19.92	0
500	25	0.1	15	19.84	0
500	25	0.1	20	20.72	0
500	25	0.15	4	17.59	0
500	25	0.15	6	18.11	0
500	25	0.15	8	17.52	0
500	25	0.15	10	17.92	0
500	25	0.15	15	17.64	0
500	25	0.15	20	17.42	0
500	50	-1	4	30.81	9867333
500	50	-1	6	39.41	10146000
500	50	-1	8	49.49	8705333
500	50	-1	10	60.57	8059333
500	50	-1	15	76.07	7276667
500	50	-1	20	81.45	7136667
500	50	0	4	27.43	0
500	50	0	6	38.44	0
500	50	0	8	48.97	0
500	50	0	10	59.48	0
500	50	0	15	73.77	0
500	50	0	20	79.29	0
500	50	0.01	4	26.27	0
500	50	0.01	6	32.35	0
500	50	0.01	8	35.76	0
500	50	0.01	10	36.73	0
500	50	0.01	15	37.11	0
500	50	0.01	20	37.13	0
500	50	0.02	4	26.38	0
500	50	0.02	6	31.19	0
500	50	0.02	8	32.48	0
500	50	0.02	10	33.27	0
500	50	0.02	15	32.08	0
500	50	0.02	20	33.2	0
500	50	0.03	4	25.76	0
500	50	0.03	6	29.82	0
500	50	0.03	8	30.46	0
500	50	0.03	10	30.19	0
500	50	0.03	15	30.33	0
500	50	0.03	20	29.47	0
500	50	0.04	4	26.61	0
500	50	0.04	6	27.45	0
500	50	0.04	8	28.46	0
500	50	0.04	10	28.06	0
500	50	0.04	15	28.6	0
500	50	0.04	20	27.53	0
500	50	0.05	4	26.36	0
500	50	0.05	6	27.01	0
500	50	0.05	8	26.55	0
500	50	0.05	10	26.61	0
500	50	0.05	15	26.53	0
500	50	0.05	20	27.59	0
500	50	0.06	4	23.33	0
500	50	0.06	6	24.57	0
500	50	0.06	8	24.68	0
500	50	0.06	10	24.69	0
500	50	0.06	15	24.25	0
500	50	0.06	20	24.45	0
500	50	0.07	4	21.77	0
500	50	0.07	6	23.15	0
500	50	0.07	8	22.45	0
500	50	0.07	10	23.07	0
500	50	0.07	15	22.47	0
500	50	0.07	20	23.21	0
500	50	0.08	4	22.55	0
500	50	0.08	6	22.56	0
500	50	0.08	8	22.11	0
500	50	0.08	10	22.7	0
500	50	0.08	15	22.41	0
500	50	0.08	20	22.77	0
500	50	0.09	4	20.98	0
500	50	0.09	6	21.89	0
500	50	0.09	8	21.49	0
500	50	0.09	10	21.73	0
500	50	0.09	15	21.92	0
500	50	0.09	20	21.51	0
500	50	0.1	4	19.43	0
500	50	0.1	6	19.53	0
500	50	0.1	8	19.71	0
500	50	0.1	10	19.3	0
500	50	0.1	15	20.31	0
500	50	0.1	20	19	0
500	50	0.15	4	17.03	0
500	50	0.15	6	16.81	0
500	50	0.15	8	16.58	0
500	50	0.15	10	17.24	0
500	50	0.15	15	17.24	0
500	50	0.15	20	16.93	0
500	125	-1	4	27.68	10052667
500	125	-1	6	39.23	9956667
500	125	-1	8	49.76	8022667
500	125	-1	10	59.72	7944000
500	125	-1	15	70.51	7786000
500	125	-1	20	72.63	7786000
500	125	0	4	26.84	0
500	125	0	6	38.12	0
500	125	0	8	48.89	0
500	125	0	10	57.36	0
500	125	0	15	67.49	0
500	125	0	20	69.65	0
500	125	0.01	4	26.42	0
500	125	0.01	6	32.73	0
500	125	0.01	8	35.42	0
500	125	0.01	10	35.99	0
500	125	0.01	15	36.59	0
500	125	0.01	20	35.63	0
500	125	0.02	4	26.97	0
500	125	0.02	6	31.73	0
500	125	0.02	8	32.84	0
500	125	0.02	10	31.78	0
500	125	0.02	15	32.92	0
500	125	0.02	20	31.92	0
500	125	0.03	4	26.46	0
500	125	0.03	6	29.44	0
500	125	0.03	8	30.28	0
500	125	0.03	10	29.77	0
500	125	0.03	15	29.53	0
500	125	0.03	20	30.34	0
500	125	0.04	4	26.53	0
500	125	0.04	6	27.26	0
500	125	0.04	8	28.45	0
500	125	0.04	10	27.59	0
500	125	0.04	15	27.99	0
500	125	0.04	20	27.66	0
500	125	0.05	4	26.32	0
500	125	0.05	6	26.27	0
500	125	0.05	8	26.54	0
500	125	0.05	10	27.34	0
500	125	0.05	15	26.58	0
500	125	0.05	20	26.87	0
500	125	0.06	4	24.72	0
500	125	0.06	6	24.72	0
500	125	0.06	8	24.54	0
500	125	0.06	10	25.25	0
500	125	0.06	15	24.59	0
500	125	0.06	20	25.04	0
500	125	0.07	4	22.62	0
500	125	0.07	6	23.39	0
500	125	0.07	8	22.82	0
500	125	0.07	10	23.34	0
500	125	0.07	15	23.53	0
500	125	0.07	20	23.3	0
500	125	0.08	4	22.51	0
500	125	0.08	6	22.37	0
500	125	0.08	8	23.2	0
500	125	0.08	10	23.45	0
500	125	0.08	15	22.64	0
500	125	0.08	20	23.21	0
500	125	0.09	4	21.91	0
500	125	0.09	6	22.12	0
500	125	0.09	8	21.6	0
500	125	0.09	10	22.17	0
500	125	0.09	15	22.26	0
500	125	0.09	20	22.02	0
500	125	0.1	4	19.89	0
500	125	0.1	6	20.53	0
500	125	0.1	8	19.62	0
500	125	0.1	10	19.78	0
500	125	0.1	15	19.63	0
500	125	0.1	20	19.86	0
500	125	0.15	4	17.38	0
500	125	0.15	6	17.72	0
500	125	0.15	8	17.38	0
500	125	0.15	10	17.51	0
500	125	0.15	15	17.45	0
500	125	0.15	20	17.42	0
500	250	-1	4	28.09	9766667
500	250	-1	6	39.57	10152000
500	250	-1	8	48.83	9057333
500	250	-1	10	57.33	8662000
500	250	-1	15	66.66	8460667
500	250	-1	20	67.93	8460667
500	250	0	4	27.59	0
500	250	0	6	38.62	0
500	250	0	8	48.84	0
500	250	0	10	56.45	0
500	250	0	15	64.31	0
500	250	0	20	64.46	0
500	250	0.01	4	27.09	0
500	250	0.01	6	32.65	0
500	250	0.01	8	35.42	0
500	250	0.01	10	35.63	0
500	250	0.01	15	35.59	0
500	250	0.01	20	35.49	0
500	250	0.02	4	26.82	0
500	250	0.02	6	31.6	0
500	250	0.02	8	32.34	0
500	250	0.02	10	31.64	0
500	250	0.02	15	31.89	0
500	250	0.02	20	32.55	0
500	250	0.03	4	27.16	0
500	250	0.03	6	29.15	0
500	250	0.03	8	29.96	0
500	250	0.03	10	30.12	0
500	250	0.03	15	30.07	0
500	250	0.03	20	29.8	0
500	250	0.04	4	26.7	0
500	250	0.04	6	27.8	0
500	250	0.04	8	28.02	0
500	250	0.04	10	27.76	0
500	250	0.04	15	27.54	0
500	250	0.04	20	28.2	0
500	250	0.05	4	26.22	0
500	250	0.05	6	26.19	0
500	250	0.05	8	27.57	0
500	250	0.05	10	26.83	0
500	250	0.05	15	27.4	0
500	250	0.05	20	27.74	0
500	250	0.06	4	23.95	0
500	250	0.06	6	24.66	0
500	250	0.06	8	24.54	0
500	250	0.06	10	24.68	0
500	250	0.06	15	23.93	0
500	250	0.06	20	25.09	0
500	250	0.07	4	22.41	0
500	250	0.07	6	23.1	0
500	250	0.07	8	23.45	0
500	250	0.07	10	23.39	0
500	250	0.07	15	23.23	0
500	250	0.07	20	23.33	0
500	250	0.08	4	22.6	0
500	250	0.08	6	22.54	0
500	250	0.08	8	22.68	0
500	250	0.08	10	22.82	0
500	250	0.08	15	22.97	0
500	250	0.08	20	23.02	0
500	250	0.09	4	21.54	0
500	250	0.09	6	22	0
500	250	0.09	8	22.1	0
500	250	0.09	10	21.77	0
500	250	0.09	15	21.91	0
500	250	0.09	20	21.75	0
500	250	0.1	4	20	0
500	250	0.1	6	19.34	0
500	250	0.1	8	20.21	0
500	250	0.1	10	20.55	0
500	250	0.1	15	19.99	0
500	250	0.1	20	20.23	0
500	250	0.15	4	17.33	0
500	250	0.15	6	16.76	0
500	250	0.15	8	17.39	0
500	250	0.15	10	17.45	0
500	250	0.15	15	17.01	0
500	250	0.15	20	17.52	0
1000	5	-1	4	26.92	8967333
1000	5	-1	6	38.67	10036000
1000	5	-1	8	49.59	9774667
1000	5	-1	10	59.21	9472000
1000	5	-1	15	83.12	8319333
1000	5	-1	20	94.25	7767333
1000	5	0	4	27.16	0
1000	5	0	6	37.57	0
1000	5	0	8	49.1	3257333
1000	5	0	10	58.93	5094000
1000	5	0	15	81.22	5094000
1000	5	0	20	92.21	5094000
1000	5	0.01	4	27.16	0
1000	5	0.01	6	33.59	0
1000	5	0.01	8	39.26	0
1000	5	0.01	10	43.55	0
1000	5	0.01	15	46.38	0
1000	5	0.01	20	47.63	0
1000	5	0.02	4	26.43	0
1000	5	0.02	6	34.28	0
1000	5	0.02	8	37.6	0
1000	5	0.02	10	37.87	0
1000	5	0.02	15	38.38	0
1000	5	0.02	20	37.67	0
1000	5	0.03	4	27.03	0
1000	5	0.03	6	32.07	0
1000	5	0.03	8	32.48	0
1000	5	0.03	10	33.14	0
1000	5	0.03	15	33.53	0
1000	5	0.03	20	33.39	0
1000	5	0.04	4	26.48	0
1000	5	0.04	6	29.29	0
1000	5	0.04	8	29.46	0
1000	5	0.04	10	29.56	0
1000	5	0.04	15	29.31	0
1000	5	0.04	20	29.16	0
1000	5	0.05	4	26.35	0
1000	5	0.05	6	26.82	0
1000	5	0.05	8	27.09	0
1000	5	0.05	10	27.7	0
1000	5	0.05	15	27.6	0
1000	5	0.05	20	26.94	0
1000	5	0.06	4	24.61	0
1000	5	0.06	6	24.48	0
1000	5	0.06	8	25.76	0
1000	5	0.06	10	24.73	0
1000	5	0.06	15	25.18	0
1000	5	0.06	20	25.03	0
1000	5	0.07	4	22.2	0
1000	5	0.07	6	23.34	0
1000	5	0.07	8	22.45	0
1000	5	0.07	10	22.65	0
1000	5	0.07	15	22.67	0
1000	5	0.07	20	23.38	0
1000	5	0.08	4	21.98	0
1000	5	0.08	6	23.2	0
1000	5	0.08	8	23.31	0
1000	5	0.08	10	22.35	0
1000	5	0.08	15	22.55	0
1000	5	0.08	20	22.97	0
1000	5	0.09	4	20.87	0
1000	5	0.09	6	22.17	0
1000	5	0.09	8	21.48	0
1000	5	0.09	10	21.73	0
1000	5	0.09	15	21.6	0
1000	5	0.09	20	21.98	0
1000	5	0.1	4	19.17	0
1000	5	0.1	6	19.86	0
1000	5	0.1	8	19.62	0
1000	5	0.1	10	20.19	0
1000	5	0.1	15	20.21	0
1000	5	0.1	20	19.47	0
1000	5	0.15	4	17.84	0
1000	5	0.15	6	17.17	0
1000	5	0.15	8	17.08	0
1000	5	0.15	10	17.57	0
1000	5	0.15	15	16.84	0
1000	5	0.15	20	17.24	0
1000	12	-1	4	27.59	8889333
1000	12	-1	6	38.32	10076667
1000	12	-1	8	49.32	9358667
1000	12	-1	10	60.57	9090000
1000	12	-1	15	79.57	8174000
1000	12	-1	20	89.7	7880667
1000	12	0	4	26.99	0
1000	12	0	6	38.14	0
1000	12	0	8	48.82	0
1000	12	0	10	58.82	0
1000	12	0	15	77.39	0
1000	12	0	20	88.25	0
1000	12	0.01	4	26.88	0
1000	12	0.01	6	33.58	0
1000	12	0.01	8	38.61	0
1000	12	0.01	10	40.71	0
1000	12	0.01	15	41.58	0
1000	12	0.01	20	42.18	0
1000	12	0.02	4	27.13	0
