0.03125	60	0.6002
0.03125	65	0.6468
0.03125	70	0.6822
0.03125	75	0.7038
0.03125	80	0.7332
0.03125	85	0.7552
0.03125	90	0.7862
0.03125	95	0.8013
0.03125	100	0.8239
0.03125	105	0.8324
0.03125	110	0.8517
0.03125	115	0.8638
0.03125	120	0.8789
0.03125	125	0.8879
0.03125	130	0.9033
0.03125	135	0.9062
0.03125	140	0.9148
0.03125	145	0.9239
0.03125	150	0.9322
0.03125	155	0.9374
0.03125	160	0.9441
0.03125	165	0.9502
0.03125	170	0.953
0.03125	175	0.9598
0.03125	180	0.9623
0.03125	185	0.9653
0.03125	190	0.9673
0.03125	195	0.9716
0.03125	200	0.9752
0.03125	205	0.976
0.03125	210	0.9803
0.03125	215	0.9791
0.03125	220	0.9843
0.03125	225	0.9853
0.03125	230	0.9849
0.03125	235	0.9885
0.03125	240	0.9886
0.03125	245	0.9894
0.03125	250	0.9914
0.03125	255	0.9915
0.03125	260	0.9915
0.03125	265	0.9937
0.03125	270	0.9939
0.03125	275	0.9949
0.03125	280	0.9958
0.03125	285	0.9953
0.03125	290	0.9966
0.03125	295	0.9972
0.03125	300	0.9966
0.03125	305	0.9973
0.03125	310	0.9965
0.03125	315	0.9989
0.03125	320	0.9975
0.03125	325	0.9987
0.03125	330	0.9988
0.03125	335	0.9984
0.03125	340	0.9989
0.03125	345	0.998
0.03125	350	0.9985
0.03125	355	0.999
0.03125	360	0.9991
0.03125	365	0.9997
0.03125	370	0.9997
0.03125	375	0.9988
0.03125	380	0.9994
0.03125	385	0.9991
0.03125	390	0.9997
0.03125	395	0.9994
0.03125	400	0.9996
0.03125	405	0.9996
0.03125	410	0.9997
0.03125	415	0.9995
0.03125	420	0.9999
0.03125	425	0.9998
0.03125	430	1
0.03125	435	0.9999
0.03125	440	0.9999
0.03125	445	0.9996
0.03125	450	1
0.03125	455	0.9999
0.03125	460	0.9999
0.03125	465	1
0.03125	470	1
0.03125	475	1
0.03125	480	1
0.03125	485	1
0.03125	490	1
0.03125	495	0.9999
0.03125	500	1
